Author,BookID,WikipediaLink
"Widtsoe, John Andreas",4924,https://en.wikipedia.org/wiki/John_A._Widtsoe
"Jaloux, Edmond",4933,https://fr.wikipedia.org/wiki/Edmond_Jaloux
"Littré, Emile",4935,https://fr.wikipedia.org/wiki/%C3%89mile_Littr%C3%A9
"Robert, de Boron, active 13th century",4936,https://en.wikipedia.org/wiki/Robert_de_Boron
"Huneker, James",4939,https://en.wikipedia.org/wiki/James_Huneker
"Chase, Josephine",4940,https://en.wikipedia.org/wiki/Jessie_Graham_Flower
"Rathborne, St. George",4941,https://en.wikipedia.org/wiki/St_George_Henry_Rathborne
"Emerson, Charles Wesley",4942,https://en.wikipedia.org/wiki/Charles_Wesley_Emerson
"Abbott, Lyman",4954,https://en.wikipedia.org/wiki/Lyman_Abbott
"Abbott, Belle K. (Belle Kendrick)",4955,https://en.wikipedia.org/wiki/Belle_Kendrick_Abbott
"Conn, H. W. (Herbert William)",4962,https://en.wikipedia.org/wiki/Herbert_William_Conn
"Thoma, Ludwig",4963,https://en.wikipedia.org/wiki/Ludwig_Thoma
"Strindberg, August",4970,https://en.wikipedia.org/wiki/August_Strindberg
"Chapais, Thomas",4971,https://en.wikipedia.org/wiki/Thomas_Chapais
"Giles, Ernest",4974,https://en.wikipedia.org/wiki/Ernest_Giles
"Carnegie, David Wynford",4975,https://en.wikipedia.org/wiki/David_Carnegie_%28explorer%29
"Eldredge, Zoeth Skinner",4978,https://en.wikipedia.org/wiki/Zoeth_Skinner_Eldredge
"Andrews, C. C. (Christopher Columbus)",4981,https://en.wikipedia.org/wiki/Christopher_Columbus_Andrews
"Barr, Robert",4982,https://en.wikipedia.org/wiki/Robert_Barr_%28writer%29
"Chambers, Robert W. (Robert William)",4984,http://en.wikipedia.org/wiki/Robert_W._Chambers
"Emerson, Alice B.",4985,https://en.wikipedia.org/wiki/Alice_B._Emerson
"Meade, L. T.",4989,https://en.wikipedia.org/wiki/L._T._Meade
"Patchin, Frank Gee",4991,https://en.wikipedia.org/wiki/Frank_Gee_Patchin
"Pyrnelle, Louise Clarke",4992,https://en.wikipedia.org/wiki/Louise_Clarke_Pyrnelle
"Rockwood, Roy",4994,https://en.wikipedia.org/wiki/Roy_Rockwood
"Stratemeyer, Edward",4995,https://en.wikipedia.org/wiki/Edward_Stratemeyer
"Tracy, Louis",4996,https://en.wikipedia.org/wiki/Louis_Tracy
"Leonardo, da Vinci",4998,https://fr.wikipedia.org/wiki/L%C3%A9onard_de_Vinci
"Einstein, Albert",5001,https://en.wikipedia.org/wiki/Albert_Einstein
"Young, Clarence",5004,https://en.wikipedia.org/wiki/Clarence_Young
"Leichhardt, Ludwig",5005,https://en.wikipedia.org/wiki/Ludwig_Leichhardt
"Sheldon, Georgie, Mrs.",5008,https://en.wikipedia.org/wiki/Sarah_Elizabeth_Forbush_Downs
"Adams, Samuel Hopkins",5009,https://en.wikipedia.org/wiki/Samuel_Hopkins_Adams
"Washington, George",5010,https://en.wikipedia.org/wiki/George_Washington
"Adams, John",5011,https://en.wikipedia.org/wiki/John_Adams
"Monroe, James",5014,https://en.wikipedia.org/wiki/James_Monroe
"Jackson, Andrew",5016,https://en.wikipedia.org/wiki/Andrew_Jackson
