Author,BookID,WikipediaLink
"Kaye, John William, Sir",48083,https://en.wikipedia.org/wiki/John_William_Kaye
"Wood, James, Rev.",48105,https://en.wikipedia.org/wiki/James_Wood_(encyclopaedist)
"Miln, Louise Jordan",48112,https://en.wikipedia.org/wiki/Louise_Jordan_Miln
Hrotsvitha,48135,https://en.wikipedia.org/wiki/Hrotsvitha
"Ross, Ronald, Sir",48153,https://en.wikipedia.org/wiki/Ronald_Ross
"Wierzbicki, Felix Paul",48156,https://en.wikipedia.org/wiki/Felix_Wierzbicki
"Spofford, Harriet Elizabeth Prescott",48167,https://en.wikipedia.org/wiki/Harriet_Elizabeth_Prescott_Spofford
"Assing, Ludmilla",48192,http://de.wikipedia.org/wiki/Ludmilla_Assing
"White, Joseph Blanco",48203,https://en.wikipedia.org/wiki/Joseph_Blanco_White
"Rellstab, Ludwig",48216,https://en.wikipedia.org/wiki/Ludwig_Rellstab
"Lillie, Arthur",48220,http://en.wikipedia.org/wiki/Arthur_Lillie
"Jung, C. G. (Carl Gustav)",48225,https://en.wikipedia.org/wiki/Carl_Jung
"Johnson, Rossiter",48313,https://en.wikipedia.org/wiki/Rossiter_Johnson
"Amabile, Luigi",48332,https://it.wikipedia.org/wiki/Luigi_Amabile
"De Sanctis, Francesco",48333,https://it.wikipedia.org/wiki/Francesco_De_Sanctis
"Morton, Martha",48337,https://en.wikipedia.org/wiki/Martha_Morton
"Arnold, Henry Harley",48377,https://en.wikipedia.org/wiki/Henry_H._Arnold
"Carnarvon, George Edward Stanhope Molyneux Herbert, Earl of",48382,"https://en.wikipedia.org/wiki/George_Herbert,_5th_Earl_of_Carnarvon"
"Maskell, William Miles",48394,https://en.wikipedia.org/wiki/William_Miles_Maskell
"Davis, Leslie A.",48427,https://en.wikipedia.org/wiki/Leslie_Davis
"Grant, Madison",48430,https://en.wikipedia.org/wiki/Madison_Grant
"Borel, Henri",48449,https://nl.wikipedia.org/wiki/Henri_Borel
"Thring, Edward",48457,https://en.wikipedia.org/wiki/Edward_Thring
"Buchanan, Robert Williams",48471,https://en.wikipedia.org/wiki/Robert_Williams_Buchanan
"Seeburg, Franz von",48476,https://de.wikipedia.org/wiki/Franz_Xaver_Hacker
"James, Edwin",48481,https://en.wikipedia.org/wiki/Edwin_James_(scientist)
"Kremnitz, Mite",48509,http://en.wikipedia.org/wiki/Mite_Kremnitz
"Florio, John",48530,https://en.wikipedia.org/wiki/John_Florio
"Phillips, Everett Franklin",48547,https://en.wikipedia.org/wiki/E._F._Phillips
"Ashmole, Elias",48555,http://en.wikipedia.org/wiki/Elias_Ashmole
"Beyens, baron (Eugène-Napoléon)",48572,http://www.gutenberg.org/fr.wikipedia
"Tschudi, Clara",48578,https://no.wikipedia.org/wiki/Clara_Tschudi
"Hämäläinen, Albert",48595,http://fi.wikipedia.org/wiki/Albert_H%C3%A4m%C3%A4l%C3%A4inen
"Fawcett, Millicent Garrett, Dame",48614,http://en.wikipedia.org/wiki/Millicent_Fawcett
"Beskow, Elisabeth Maria",48638,https://fi.wikipedia.org/wiki/Elisabeth_Beskow
"Järventaus, Arvi",48660,https://fi.wikipedia.org/wiki/Arvi_J%C3%A4rventaus
"Julian, Emperor of Rome",48664,http://en.wikipedia.org/wiki/Julian_%28emperor%29
"Hallström, Per",48665,https://en.wikipedia.org/wiki/Per_Hallstr%C3%B6m
"Dossi, Carlo",48682,https://it.wikipedia.org/wiki/Carlo_Dossi
"Lindner, Johann Traugott",48705,http://de.wikipedia.org/wiki/Johann_Traugott_Lindner
"Falls, Cyril",48716,http://en.wikipedia.org/wiki/Cyril_Falls
"Guglielminetti, Amalia",48727,https://en.wikipedia.org/wiki/Amalia_Guglielminetti
"Kaatra, Kössi",48739,https://fi.wikipedia.org/wiki/K%C3%B6ssi_Kaatra
"Morgan, Lady (Sydney)",48742,"https://en.wikipedia.org/wiki/Sydney,_Lady_Morgan"
"Palazzeschi, Aldo",48801,https://it.wikipedia.org/wiki/Aldo_Palazzeschi
"Oliver, Andrew",48819,http://en.wikipedia.org/wiki/Andrew_Oliver
"Harpending, Asbury",48834,http://en.wikipedia.org/wiki/Asbury_Harpending
"Fernow, B. E. (Bernhard Eduard)",48874,https://en.wikipedia.org/wiki/Bernhard_Fernow
"Wiedemann, Alfred",48875,https://en.wikipedia.org/wiki/Alfred_Wiedemann
"Schechter, S. (Solomon)",48890,http://en.wikipedia.org/wiki/Solomon_Schechter
"Frenkel, Roman",48896,http://eo.wikipedia.org/wiki/Roman_Frenkel
"Kellogg, Elijah",48904,https://en.wikipedia.org/wiki/Elijah_Kellogg
"Trolle, Henrik af",48935,https://sv.wikipedia.org/wiki/Henrik_af_Trolle_(f%C3%B6rfattare)
"Rymer, James Malcolm",48938,https://en.wikipedia.org/wiki/James_Malcolm_Rymer
"Ludwig, Otto",48939,http://en.wikipedia.org/wiki/Otto_Ludwig_%28writer%29
"Nordström, Ester Blenda",48961,https://sv.wikipedia.org/wiki/Ester_Blenda_Nordstr%C3%B6m
"Stebbing, Thomas Roscoe Rede",48987,https://en.wikipedia.org/wiki/Thomas_Roscoe_Rede_Stebbing
"Ingelius, Axel Gabriel",48988,http://fi.wikipedia.org/wiki/Axel_Gabriel_Ingelius
United States. National Park Service,48993,https://en.wikipedia.org/wiki/National_Park_Service
"Heliodorus, of Emesa",49004,https://en.wikipedia.org/wiki/Heliodorus_of_Emesa
"Irons, William J. (William Josiah)",49006,http://en.wikipedia.org/wiki/William_Josiah_Irons
"Adams, John G. B. (John Gregory Bishop)",49014,https://en.wikipedia.org/wiki/John_G._B._Adams
"Bullinger, E. W. (Ethelbert William)",49018,https://en.wikipedia.org/wiki/E._W._Bullinger
"Alfthan, Johannes",49047,https://fi.wikipedia.org/wiki/Johannes_Alfthan
"Schönherr, Karl",49059,http://de.wikipedia.org/wiki/Karl_Sch%C3%B6nherr
"Hartmann, Sadakichi",49068,https://en.wikipedia.org/wiki/Sadakichi_Hartmann
