BookId	Author	WikipediaLink	WikidataId	DateOfBirth	DateOfDeath	CountryOfCitizenship	Occupation	LanguagesSpokenWrittenOrSigned	Genre	FieldOfWork	MemberOf	EducatedAt	InfluencedBy
60825	Coote, Rosa Belinda	https://en.wikipedia.org/wiki/Rosa_Coote	Q7367031	None	None	None	professional dominatrix	None	None	None	None	None	None
36156	Sewell, Elizabeth Missing	http://en.wikipedia.org/wiki/Elizabeth_Missing_Sewell	Q5363223	1815-02-19T00:00:00Z	1906-08-17T00:00:00Z	United Kingdom of Great Britain and Ireland	travel writer	None	None	None	None	None	None
58425	Paredes, M. Rigoberto (Manuel Rigoberto)	https://es.wikipedia.org/wiki/Manuel_Rigoberto_Paredes_Iturri	Q10324467	1870-01-01T00:00:00Z	1951-05-17T00:00:00Z	Bolivia	politician	Spanish	None	None	None	None	None
57561	Cantù, Ignazio	https://it.wikipedia.org/wiki/Ignazio_Cant%C3%B9	Q3792307	1810-12-05T00:00:00Z	1877-04-20T00:00:00Z	Kingdom of Italy	writer	Italian	None	None	None	None	None
16771	Egbert, H. M.	https://en.wikipedia.org/wiki/Victor_Rousseau_Emanuel	Q7926302	1879-01-01T00:00:00Z	1960-04-06T00:00:00Z	United Kingdom of Great Britain and Ireland	writer	English	None	None	None	None	None
13762	Cormack, W. E. (William Eppes)	https://en.wikipedia.org/wiki/William_Cormack	Q8007125	1796-05-05T00:00:00Z	1868-04-30T00:00:00Z	None	explorer	None	None	None	None	University of Glasgow	None
23169	O'Brien, Fitz James	http://en.wikipedia.org/wiki/Fitz_James_O'Brien	Q212510	1828-01-01T00:00:00Z	1862-04-06T00:00:00Z	Republic of Ireland	science fiction writer	English	None	None	None	None	None
65104	Chapman and Hall	https://en.wikipedia.org/wiki/Chapman_%26_Hall	Q2054191	None	None	None	None	None	None	None	None	None	None
13905	Brown, Abbie Farwell	https://en.wikipedia.org/wiki/Abbie_Farwell_Brown	Q13562962	1871-08-21T00:00:00Z	1927-03-05T00:00:00Z	United States of America	children's writer	None	None	None	None	Radcliffe College	None
2132	Mühlbach, L. (Luise)	https://en.wikipedia.org/wiki/Luise_M%C3%BChlbach	Q76117	1814-01-02T00:00:00Z	1873-09-26T00:00:00Z	Germany	editor	German	None	None	None	None	None
16071	Gripenberg, Alexandra, friherrinna	http://en.wikipedia.org/wiki/Alexandra_Gripenberg	Q959307	1857-08-30T00:00:00Z	1913-12-24T00:00:00Z	Grand Duchy of Finland	editor	Finnish	None	None	None	None	None
7073	Aeschylus	https://en.wikipedia.org/wiki/Aeschylus	Q40939	-0524-01-01T00:00:00Z	-0455-01-01T00:00:00Z	Classical Athens	playwright	Ancient Greek	Greek tragedy	None	None	None	None
7850	Burr, Aaron	https://en.wikipedia.org/wiki/Aaron_Burr	Q179090	1756-02-06T00:00:00Z	1836-09-14T00:00:00Z	United States of America	military officer	English	None	None	None	Princeton University	None
60418	Moulton, Louise Chandler	https://en.wikipedia.org/wiki/Louise_Chandler_Moulton	Q4968247	1835-04-10T00:00:00Z	1908-08-10T00:00:00Z	United States of America	literary critic	English	None	None	None	None	None
19172	Morrison, George Ernest	http://en.wikipedia.org/wiki/George_Ernest_Morrison	Q842116	1862-02-04T00:00:00Z	1920-05-30T00:00:00Z	Australia	explorer	English	None	None	None	University of Edinburgh	None
60714	Juuti, Kustaa	https://fi.wikipedia.org/wiki/K._J._Juuti	Q17381230	1855-03-05T00:00:00Z	1911-01-23T00:00:00Z	Grand Duchy of Finland	writer	None	None	None	None	None	None
8669	Runeberg, Johan Ludvig	https://en.wikipedia.org/wiki/Johan_Ludvig_Runeberg	Q215339	1804-02-05T00:00:00Z	1877-05-06T00:00:00Z	Grand Duchy of Finland	journalist	Swedish	None	poetry	Royal Swedish Academy of Letters, History and Antiquities	None	None
14637	Murry, John Middleton	https://en.wikipedia.org/wiki/John_Middleton_Murry	Q1090185	1889-08-06T00:00:00Z	1957-03-12T00:00:00Z	United Kingdom	literary critic	English	None	None	None	Christ's Hospital	None
1069	Zola, Émile	https://fr.wikipedia.org/wiki/%C3%89mile_Zola	Q504	1840-04-02T00:00:00Z	1902-09-29T00:00:00Z	France	playwright	French	novel	literature	None	Lycée Saint-Louis	[['Q9711', 'Honoré de Balzac']]
62557	Plaskett, J. S. (John Stanley)	https://en.wikipedia.org/wiki/John_Stanley_Plaskett	Q739455	1865-11-17T00:00:00Z	1941-10-17T00:00:00Z	Canada	astronomer	English	None	None	Royal Society	University of Toronto	None
23915	Du, Guangting	http://zh.wikipedia.org/wiki/%E6%9D%9C%E5%85%89%E5%BA%AD	Q371868	0850-01-01T00:00:00Z	0933-01-01T00:00:00Z	Tang Empire	calligrapher	Chinese	wuxia	None	None	None	None
18272	Tavaststjerna, Karl August	http://fi.wikipedia.org/wiki/K._A._Tavaststjerna	Q320537	1860-05-13T00:00:00Z	1898-03-20T00:00:00Z	Finland	poet	Finnish	None	None	None	None	None
13549	Jomini, Antoine Henri, baron de	https://en.wikipedia.org/wiki/Antoine-Henri_Jomini	Q115652	1779-03-06T00:00:00Z	1869-03-24T00:00:00Z	Switzerland	banker	French	None	None	None	None	None
64421	Mastriani, Francesco	https://en.wikipedia.org/wiki/Francesco_Mastriani	Q3750263	1819-11-23T00:00:00Z	1891-01-07T00:00:00Z	Kingdom of Italy	playwright	Italian	None	None	None	None	None
39115	Cobbold, Richard	http://en.wikipedia.org/wiki/Richard_Cobbold	Q4225064	1797-01-01T00:00:00Z	1877-01-05T00:00:00Z	United Kingdom of Great Britain and Ireland	cleric	English	None	None	None	Gonville and Caius College	None
13537	Shaw, Ellen Eddy	https://en.wikipedia.org/wiki/Ellen_Eddy_Shaw	Q104775075	1874-04-01T00:00:00Z	1960-12-20T00:00:00Z	None	None	None	None	None	None	None	None
42273	Lumby, J. Rawson (Joseph Rawson)	http://en.wikipedia.org/wiki/Joseph_Rawson_Lumby	Q15976260	1831-07-18T00:00:00Z	1895-11-21T00:00:00Z	None	theologian	English	None	None	None	Magdalene College	None
59875	Granville, A. B. (Augustus Bozzi)	https://en.wikipedia.org/wiki/Augustus_Granville	Q770183	1783-10-07T00:00:00Z	1872-03-03T00:00:00Z	Kingdom of Italy	gynaecologist	English	None	None	Saint Petersburg Academy of Sciences	None	None
31661	Merril, Judith	https://en.wikipedia.org/wiki/Judith_Merril	Q276304	1923-01-21T00:00:00Z	1997-09-12T00:00:00Z	United States of America	journalist	English	science fiction	None	None	James Monroe High School	None
47612	Bell, Gertrude Lowthian	https://en.wikipedia.org/wiki/Gertrude_Bell	Q231360	1868-07-14T00:00:00Z	1926-07-12T00:00:00Z	United Kingdom of Great Britain and Ireland	politician	English	None	archaeology	None	Queen's College London	None
31257	Miller, Alex. McVeigh, Mrs.	https://en.wikipedia.org/wiki/Mittie_Frances_Clarke_Point	Q30162810	1850-04-30T00:00:00Z	1937-12-26T00:00:00Z	United States of America	novelist	None	None	None	None	None	None
32245	Undset, Sigrid	https://no.wikipedia.org/wiki/Sigrid_Undset	Q80889	1882-05-20T00:00:00Z	1949-06-10T00:00:00Z	Norway	screenwriter	Norwegian	historical novel	hagiography	Royal Norwegian Society of Sciences and Letters	Fru Ragna Nielsens skole	None
38140	Panzini, Alfredo	https://it.wikipedia.org/wiki/Alfredo_Panzini	Q955791	1863-12-31T00:00:00Z	1939-04-10T00:00:00Z	Kingdom of Italy	literary critic	Italian	None	None	None	University of Bologna	None
61708	Rosmer, Ernst	https://en.wikipedia.org/wiki/Elsa_Bernstein	Q107883	1866-10-27T00:00:00Z	1949-07-12T00:00:00Z	Germany	writer	German	None	None	None	None	None
47502	Conz, Gustav	http://de.wikipedia.org/wiki/Gustav_Conz	Q1555723	1832-09-26T00:00:00Z	1914-06-20T00:00:00Z	Germany	painter	German	None	None	Burschenschaft Germania Tübingen	Stuttgart State Academy of Art and Design	None
18279	Trumbull, J. Hammond (James Hammond)	http://en.wikipedia.org/wiki/James_Hammond_Trumbull	Q6135478	1821-12-20T00:00:00Z	1897-08-05T00:00:00Z	United States of America	politician	English	None	None	American Antiquarian Society	None	None
16256	Gilbreth, Lillian Moller	http://en.wikipedia.org/wiki/Lillian_Moller_Gilbreth	Q40197	1878-05-24T00:00:00Z	1972-01-02T00:00:00Z	United States of America	industrial engineer	None	None	scientific management	Women's Engineering Society	University of California, Berkeley	None
12345	Lawson, Thomas William	https://en.wikipedia.org/wiki/Thomas_W._Lawson_(businessman)	Q717771	1857-02-26T00:00:00Z	1925-02-08T00:00:00Z	United States of America	novelist	None	None	None	None	None	None
15968	English, George Bethune	http://en.wikipedia.org/wiki/George_Bethune_English	Q5536958	1787-03-07T00:00:00Z	1828-09-20T00:00:00Z	United States of America	military officer	English	None	None	None	Harvard College	None
66003	Chambers, E. K. (Edmund Kerchever)	https://en.wikipedia.org/wiki/E._K._Chambers	Q443908	1866-03-16T00:00:00Z	1954-01-21T00:00:00Z	United Kingdom of Great Britain and Ireland	literary historian	English	None	None	Medieval Academy of America	Corpus Christi College	None
10213	Gregory, Jackson	https://en.wikipedia.org/wiki/Jackson_Gregory	Q6117114	1882-03-12T00:00:00Z	1943-06-12T00:00:00Z	United States of America	journalist	None	None	None	None	University of California, Berkeley	None
62115	Milly, Nicolas-Christiern de Thy, comte de	https://fr.wikipedia.org/wiki/Nicolas-Christiern_de_Thy_de_Milly	Q3339948	1728-06-15T00:00:00Z	1784-09-19T00:00:00Z	France	military officer	French	None	None	French Academy of Sciences	None	None
62169	Broome, John	https://en.wikipedia.org/wiki/John_Broome_(writer)	Q1370735	1913-05-04T00:00:00Z	1999-03-14T00:00:00Z	United States of America	writer	None	None	None	None	None	None
2878	Lydgate, John	https://en.wikipedia.org/wiki/John_Lydgate	Q662063	1370-01-01T00:00:00Z	1450-01-01T00:00:00Z	United Kingdom of Great Britain and Ireland	poet	English	None	None	None	None	None
896	Adams, John Quincy	https://en.wikipedia.org/wiki/John_Quincy_Adams	Q11816	1767-07-11T00:00:00Z	1848-02-23T00:00:00Z	United States of America	politician	Ancient Greek	None	None	American Academy of Arts and Sciences	Harvard University	None
53793	Hyde, Douglas	http://en.wikipedia.org/wiki/Douglas_Hyde	Q237951	1860-01-17T00:00:00Z	1949-07-12T00:00:00Z	Republic of Ireland	politician	Irish	None	None	Irish Texts Society	Trinity College Dublin	None
19421	Johnston, R. M. (Robert Matteson)	http://en.wikipedia.org/wiki/Robert_Matteson_Johnston	Q7347414	1867-01-01T00:00:00Z	1920-01-01T00:00:00Z	United States of America	historian	None	None	None	None	Pembroke College	None
57940	Del Lungo, Isidoro	https://it.wikipedia.org/wiki/Isidoro_Del_Lungo	Q1673956	1841-12-20T00:00:00Z	1927-05-04T00:00:00Z	Kingdom of Italy	politician	Italian	None	None	Lincean Academy	University of Pisa	None
5957	Shedlock, Marie L.	https://en.wikipedia.org/wiki/Marie_L._Shedlock	Q6762912	1854-05-05T00:00:00Z	1935-01-17T00:00:00Z	None	storyteller	English	None	None	None	None	None
58650	Wheeler, Benjamin Ide	https://en.wikipedia.org/wiki/Benjamin_Ide_Wheeler	Q817551	1854-07-15T00:00:00Z	1927-05-02T00:00:00Z	United States of America	linguist	English	None	None	German Archaeological Institute	Brown University	None
17360	Lepelletier, Edmond	http://fr.wikipedia.org/wiki/Edmond_Lepelletier	Q3047902	1846-06-26T00:00:00Z	1913-07-22T00:00:00Z	France	journalist	French	None	None	Les Droits de l'Homme	None	None
18380	Marcosson, Isaac Frederick	http://en.wikipedia.org/wiki/Isaac_Frederick_Marcosson	Q6076331	1876-09-13T00:00:00Z	1961-03-14T00:00:00Z	United States of America	journalist	None	None	None	None	None	None
39312	Cantero, J. G. (Justo Germán)	http://es.wikipedia.org/wiki/Justo_German_Cantero	Q5956955	1815-01-01T00:00:00Z	1871-01-01T00:00:00Z	Cuba	pianist	None	None	None	None	None	None
2391	Terhune, Albert Payson	https://en.wikipedia.org/wiki/Albert_Payson_Terhune	Q4710993	1872-12-21T00:00:00Z	1942-02-18T00:00:00Z	United States of America	novelist	None	None	None	None	Columbia University	None
47322	Frobenius, Herman	http://de.wikipedia.org/wiki/Hermann_Frobenius	Q66327290	None	None	None	None	None	None	None	None	None	None
40261	Semmelweis, Ignác Fülöp	http://de.wikipedia.org/wiki/Ignaz_Semmelweis	Q59736	1818-07-01T00:00:00Z	1865-08-13T00:00:00Z	Austrian Empire	botanist	Hungarian	None	surgery	None	University of Vienna	None
6110	al-Raschid, Omar, bey	https://en.wikipedia.org/wiki/Omar_bey_Al-Raschid	Q1458130	1839-07-03T00:00:00Z	1911-01-26T00:00:00Z	None	opinion journalist	None	None	None	None	None	None
44762	Lesueur, Daniel	https://fr.wikipedia.org/wiki/Jeanne_Lapauze	Q5217915	1854-03-06T00:00:00Z	1921-01-03T00:00:00Z	France	poet	French	theatre	None	Société des gens de lettres	None	None
130	Chesterton, G. K. (Gilbert Keith)	https://en.wikipedia.org/wiki/G._K._Chesterton	Q183167	1874-05-29T00:00:00Z	1936-06-14T00:00:00Z	United Kingdom	poet	English	essay	None	None	Colet Court	None
16355	Voigt, F. A. (Frederick Augustus)	http://en.wikipedia.org/wiki/F._A._Voigt	Q5497302	1892-01-01T00:00:00Z	1957-01-01T00:00:00Z	United Kingdom of Great Britain and Ireland	journalist	English	None	None	None	King's College London	None
50060	Beardsley, Aubrey	https://en.wikipedia.org/wiki/Aubrey_Beardsley	Q272566	1872-08-21T00:00:00Z	1898-03-16T00:00:00Z	United Kingdom of Great Britain and Ireland	poster artist	English	None	illustration	None	Westminster School of Art	None
19770	Todhunter, I. (Isaac)	http://en.wikipedia.org/wiki/Isaac_Todhunter	Q1398945	1820-11-23T00:00:00Z	1884-03-01T00:00:00Z	United Kingdom of Great Britain and Ireland	historian of mathematics	English	None	history of mathematics	Royal Society	St John's College	[['Q208448', 'Augustus De Morgan']]
38937	L'Héritier de Brutelle, Charles Louis	http://en.wikipedia.org/wiki/Charles_Louis_L'H%C3%A9ritier_de_Brutelle	Q465834	1746-06-15T00:00:00Z	1800-08-16T00:00:00Z	France	botanist	French	None	botany	French Academy of Sciences	None	None
60752	Le Braz, Anatole	https://fr.wikipedia.org/wiki/Anatole_Le_Braz	Q487523	1859-04-02T00:00:00Z	1926-03-20T00:00:00Z	France	writer	Breton	None	None	Bleus de Bretagne	University of Paris	None
16125	West, Rebecca	http://en.wikipedia.org/wiki/Rebecca_West	Q236669	1892-12-21T00:00:00Z	1983-03-15T00:00:00Z	United Kingdom	literary critic	English	None	essay	American Academy of Arts and Sciences	George Watson's College	None
573	Lamb, Mary	https://en.wikipedia.org/wiki/Mary_Lamb	Q276126	1764-12-03T00:00:00Z	1847-05-20T00:00:00Z	United Kingdom of Great Britain and Ireland	journalist	English	None	poetry	None	None	None
19459	Lawson, Alfred W. (Alfred William)	http://en.wikipedia.org/wiki/Alfred_Lawson	Q457755	1869-03-24T00:00:00Z	1954-11-29T00:00:00Z	United States of America	writer	None	None	None	None	None	None
15505	Möser, Justus	http://de.wikipedia.org/wiki/Justus_M%C3%B6ser	Q65087	1720-12-14T00:00:00Z	1794-01-08T00:00:00Z	Germany	poet lawyer	German	None	None	Academy of Science for Public Utility	University of Göttingen	None
23538	Pound, Ezra	https://en.wikipedia.org/wiki/Ezra_Pound	Q163366	1885-10-30T00:00:00Z	1972-11-01T00:00:00Z	United States of America	literary historian	English	None	None	American Academy of Arts and Letters	Hamilton College	None
5063	Euripides	https://el.wikipedia.org/wiki/%CE%95%CF%85%CF%81%CE%B9%CF%80%CE%AF%CE%B4%CE%B7%CF%82	Q48305	-0480-01-01T00:00:00Z	-0406-01-01T00:00:00Z	Classical Athens	tragedy writer	Ancient Greek	Greek tragedy	drama	None	None	None
11529	Palacio Valdés, Armando	https://en.wikipedia.org/wiki/Armando_Palacio_Vald%C3%A9s	Q645141	1853-10-04T00:00:00Z	1938-01-29T00:00:00Z	Spain	writer	Spanish	novel	None	Royal Spanish Academy	University of Oviedo	None
57715	Hill, George Birkbeck Norman	https://en.wikipedia.org/wiki/George_Birkbeck_Norman_Hill	Q5536993	1835-06-07T00:00:00Z	1903-02-24T00:00:00Z	United Kingdom of Great Britain and Ireland	writer	English	None	None	None	Pembroke College	None
23035	Ocantos, Carlos María	http://es.wikipedia.org/wiki/Carlos_Mar%C3%ADa_Ocantos	Q5750911	1860-01-01T00:00:00Z	1949-01-01T00:00:00Z	Argentina	writer	Spanish	None	None	None	None	None
12335	De Forest, John William	https://en.wikipedia.org/wiki/John_William_De_Forest	Q175205	1826-05-31T00:00:00Z	1906-07-17T00:00:00Z	United States of America	writer	English	None	None	None	None	None
16960	Beard, Mary Ritter	http://en.wikipedia.org/wiki/Mary_Ritter_Beard	Q6780609	1876-08-05T00:00:00Z	1958-08-14T00:00:00Z	United States of America	suffragette	English	None	None	National Woman's Party	DePauw University	None
20060	Heijermans, Herman	https://nl.wikipedia.org/wiki/Herman_Heijermans	Q36771	1864-12-03T00:00:00Z	1924-11-22T00:00:00Z	Kingdom of the Netherlands	playwright	Dutch	None	None	None	None	None
12255	Reisner, George Andrew	https://en.wikipedia.org/wiki/George_Andrew_Reisner	Q502932	1867-11-05T00:00:00Z	1942-06-06T00:00:00Z	United States of America	egyptologist	English	None	archaeology	American Academy of Arts and Sciences	Harvard University	None
5083	Mackenzie, Henry	https://en.wikipedia.org/wiki/Henry_Mackenzie	Q1276720	1745-08-26T00:00:00Z	1831-01-14T00:00:00Z	United Kingdom of Great Britain and Ireland	novelist	English	None	None	None	Royal High School	None
8131	Young, E. H. (Emily Hilda)	https://en.wikipedia.org/wiki/E._H._Young	Q5321911	1880-03-21T00:00:00Z	1949-08-08T00:00:00Z	United Kingdom	novelist	English	None	None	None	Rydal Penrhos	None
22269	Guyon, Jeanne Marie Bouvier de la Motte	http://en.wikipedia.org/wiki/Jeanne_Marie_Bouvier_de_la_Motte_Guyon	Q235098	1648-04-13T00:00:00Z	1717-06-09T00:00:00Z	France	mystic	French	None	None	None	None	None
42112	Chittenden, Hiram Martin	https://en.wikipedia.org/wiki/Hiram_M._Chittenden	Q5769215	1858-10-25T00:00:00Z	1917-10-09T00:00:00Z	United States of America	historian	English	None	None	None	United States Military Academy	None
62720	St. André, Nathanael	https://en.wikipedia.org/wiki/Nathaniel_St_Andr%C3%A9	Q1966801	1680-01-01T00:00:00Z	1776-01-01T00:00:00Z	Switzerland	obstetrician	None	None	None	None	None	None
57178	Sternberg, Charles H. (Charles Hazelius)	https://en.wikipedia.org/wiki/Charles_Hazelius_Sternberg	Q1064705	1850-06-15T00:00:00Z	1943-07-20T00:00:00Z	United States of America	paleontologist	English	None	paleontology	None	Kansas State University	None
51562	Railo, Eino	https://fi.wikipedia.org/wiki/Eino_Railo	Q11857179	1884-01-23T00:00:00Z	1948-12-02T00:00:00Z	Finland	author	None	None	None	None	None	None
48509	Kremnitz, Mite	http://en.wikipedia.org/wiki/Mite_Kremnitz	Q68130	1852-01-04T00:00:00Z	1916-07-18T00:00:00Z	Kingdom of Prussia	collector of fairy tales	German	None	None	None	None	None
42710	Mackall, Lawton	http://en.wikipedia.org/wiki/Alexander_Lawton_Mackall	Q4719373	1888-05-23T00:00:00Z	1968-01-01T00:00:00Z	United States of America	writer	None	None	None	None	None	None
55123	Van Zile, Edward S. (Edward Sims)	https://en.wikipedia.org/wiki/Edward_Sims_Van_Zile	Q16334441	1863-05-02T00:00:00Z	1931-05-29T00:00:00Z	United States of America	inventor	None	None	None	None	None	None
22753	Janson, Kristofer	https://en.wikipedia.org/wiki/Kristofer_Janson	Q1395097	1841-05-04T00:00:00Z	1917-11-17T00:00:00Z	Norway	poet	Norwegian	None	None	None	None	None
16758	Desnoyers, Fernand	https://en.wikipedia.org/wiki/Fernand_Desnoyers	Q19365693	1826-09-10T00:00:00Z	1869-11-05T00:00:00Z	France	playwright	French	None	None	None	None	None
32438	Faris, John T. (John Thomson)	https://en.wikipedia.org/wiki/John_Thomson_Faris	Q15997764	1871-01-23T00:00:00Z	1949-04-13T00:00:00Z	United States of America	minister	None	None	None	Phi Beta Kappa Society	Princeton University	None
36878	Norman, Benjamin Moore	https://en.wikipedia.org/wiki/Benjamin_Moore_Norman	Q8246471	1809-12-22T00:00:00Z	1860-02-01T00:00:00Z	United States of America	writer	English	None	None	None	None	None
21350	Udall, Nicholas	http://en.wikipedia.org/wiki/Nicholas_Udall	Q548910	1505-01-01T00:00:00Z	1557-01-02T00:00:00Z	Kingdom of England	playwright	English	None	None	None	Winchester College	None
43852	Vertot, abbé de	https://fr.wikipedia.org/wiki/Ren%C3%A9_Aubert_de_Vertot	Q1529470	1655-11-25T00:00:00Z	1735-06-15T00:00:00Z	France	historian	French	None	None	Académie des Inscriptions et Belles-Lettres	Lycée Pierre-Corneille	None
34283	Benn, Alfred William	https://en.wikipedia.org/wiki/A._W._Benn	Q4648505	1843-01-01T00:00:00Z	1915-01-01T00:00:00Z	None	philosopher	None	None	None	None	None	None
7267	Capuana, Luigi	https://it.wikipedia.org/wiki/Luigi_Capuana	Q468662	1839-05-28T00:00:00Z	1915-11-29T00:00:00Z	Kingdom of Italy	writer	Italian	poetry	None	None	University of Catania	None
36576	Howitt, William	https://en.wikipedia.org/wiki/William_Howitt	Q1412583	1792-12-18T00:00:00Z	1879-03-03T00:00:00Z	United Kingdom of Great Britain and Ireland	poet	English	None	None	None	Ackworth School	None
18790	Morley, Margaret Warner	https://en.wikipedia.org/wiki/Margaret_Warner_Morley	Q6760003	1858-02-17T00:00:00Z	1923-12-12T00:00:00Z	United States of America	illustrator	None	None	None	None	Hunter College	None
20452	FitzGerald, Edward	https://en.wikipedia.org/wiki/Edward_FitzGerald_%28poet%29	Q532457	1809-03-31T00:00:00Z	1883-06-14T00:00:00Z	United Kingdom	translator	English	poetry	None	None	Trinity College	None
79	Schwartau, Winn	https://en.wikipedia.org/wiki/Winn_Schwartau	Q8025529	1952-07-01T00:00:00Z	None	United States of America	writer	None	None	None	None	None	None
49605	Goldberg, Isaac	https://en.wikipedia.org/wiki/Isaac_Goldberg	Q1673390	1887-01-01T00:00:00Z	1938-07-14T00:00:00Z	United States of America	linguist	English	None	None	None	Harvard University	None
31444	Karkavitsas, Andreas	http://el.wikipedia.org/wiki/%CE%91%CE%BD%CE%B4%CF%81%CE%AD%CE%B1%CF%82_%CE%9A%CE%B1%CF%81%CE%BA%CE%B1%CE%B2%CE%AF%CF%84%CF%83%CE%B1%CF%82	Q3564833	1865-03-12T00:00:00Z	1922-10-24T00:00:00Z	Greece	writer	Greek	None	None	None	National and Kapodistrian University of Athens	None
62825	Botsky, Katarina	https://de.wikipedia.org/wiki/Katarina_Botsky	Q6452491	1880-08-04T00:00:00Z	1945-12-31T00:00:00Z	Germany	author	German	None	None	None	None	None
23485	Crosland, T. W. H. (Thomas William Hodgson)	https://en.wikipedia.org/wiki/Thomas_William_Hodgson_Crosland	Q7795150	1865-01-01T00:00:00Z	1924-01-01T00:00:00Z	None	journalist	None	None	None	None	None	None
2502	Tagore, Rabindranath	https://en.wikipedia.org/wiki/Rabindranath_Tagore	Q7241	1861-05-07T00:00:00Z	1941-08-07T00:00:00Z	British India	playwright	English	essay	literature	None	University College London	None
34696	Weiss, Ernst	https://de.wikipedia.org/wiki/Ernst_Wei%C3%9F_(Schriftsteller)	Q112153	1882-08-28T00:00:00Z	1940-06-15T00:00:00Z	Austria	writer	German	None	None	None	None	None
62944	Williams, Roger	https://en.wikipedia.org/wiki/Roger_Williams	Q391591	1603-12-21T00:00:00Z	1683-04-01T00:00:00Z	England	grammarian	English	None	None	None	Pembroke College	None
63491	Peary, Josephine Diebitsch	https://en.wikipedia.org/wiki/Josephine_Diebitsch_Peary	Q6288346	1863-05-22T00:00:00Z	1955-12-19T00:00:00Z	United States of America	explorer	English	None	None	None	None	None
16439	Apicius	http://en.wikipedia.org/wiki/Apicius	Q974141	None	None	None	None	None	cookbook	None	None	None	None
37991	Heymann, Robert	http://de.wikipedia.org/wiki/Robert_Heymann	Q1390219	1879-02-28T00:00:00Z	1946-01-01T00:00:00Z	Germany	film director	German	None	None	None	None	None
58242	Theophrastus	https://en.wikipedia.org/wiki/Theophrastus	Q160362	-0370-01-01T00:00:00Z	-0286-01-01T00:00:00Z	Classical Athens	botanist	Ancient Greek	None	botany	None	peripatetic school	None
31032	Ardel, Henri	https://fr.wikipedia.org/wiki/Henri_Ardel	Q3130571	1863-06-06T00:00:00Z	1938-01-06T00:00:00Z	France	writer	French	romance novel	None	None	None	None
12874	Cameron, Agnes Deans	https://en.wikipedia.org/wiki/Agnes_Deans_Cameron	Q16058447	1863-12-20T00:00:00Z	1912-05-13T00:00:00Z	Canada	lecturer	None	None	None	None	None	None
22632	Pascoais, Teixeira de	http://pt.wikipedia.org/wiki/Teixeira_de_Pascoaes	Q1377326	1877-11-02T00:00:00Z	1952-12-14T00:00:00Z	Portugal	poet	Portuguese	None	None	None	Law School of the University of Coimbra	None
7384	Anchieta, José de	https://pt.wikipedia.org/wiki/Jos%C3%A9_de_Anchieta	Q317126	1534-03-29T00:00:00Z	1597-06-09T00:00:00Z	Spain	Jesuit	Portuguese	None	religion	Academia Brasileira de Música	University of Coimbra	None
42283	Elliott, Maud Howe	https://en.wikipedia.org/wiki/Maud_Howe_Elliott	Q6792230	1854-11-09T00:00:00Z	1948-03-19T00:00:00Z	United States of America	lecturer	English	None	None	Newport Art Museum	None	None
14885	Cholmondeley, Mary	https://en.wikipedia.org/wiki/Mary_Cholmondeley	Q4942781	1859-06-08T00:00:00Z	1925-07-15T00:00:00Z	United Kingdom of Great Britain and Ireland	novelist	English	None	None	None	None	None
52167	Farley, Ralph Milne	https://en.wikipedia.org/wiki/Roger_Sherman_Hoar	Q5976265	1887-04-08T00:00:00Z	1963-10-10T00:00:00Z	United States of America	lawyer	None	None	None	None	Harvard University	None
46049	Stern, G. B. (Gladys Bronwyn)	http://en.wikipedia.org/wiki/Gladys_Bronwyn_Stern	Q5566389	1890-06-17T00:00:00Z	1973-09-20T00:00:00Z	United Kingdom	novelist	English	None	None	None	Notting Hill and Ealing High School	None
56110	Cohn, Jonas	https://de.wikipedia.org/wiki/Jonas_Cohn	Q215732	1869-12-02T00:00:00Z	1947-01-12T00:00:00Z	Germany	university teacher	German	None	None	None	None	None
57787	Boiardo, Matteo Maria	https://en.wikipedia.org/wiki/Matteo_Maria_Boiardo	Q319557	1441-01-01T00:00:00Z	1494-12-28T00:00:00Z	None	writer	Italian	sonnet	None	None	None	None
23466	MacNutt, Francis Augustus	https://en.wikipedia.org/wiki/Francis_Augustus_MacNutt	Q23017082	1863-02-15T00:00:00Z	1927-12-30T00:00:00Z	None	writer	None	None	None	None	None	None
4063	Smith, Sydney	https://en.wikipedia.org/wiki/Sydney_Smith	Q6182166	1771-06-03T00:00:00Z	1845-02-22T00:00:00Z	Great Britain	journalist	English	None	writing	None	New College	None
172	Morley, Christopher	https://en.wikipedia.org/wiki/Christopher_Morley	Q931105	1890-05-05T00:00:00Z	1957-03-28T00:00:00Z	United States of America	journalist	English	None	None	American Academy of Arts and Letters	Haverford College	None
46255	Flake, Otto	https://de.wikipedia.org/wiki/Otto_Flake	Q68109	1880-10-29T00:00:00Z	1963-11-10T00:00:00Z	Germany	writer	German	None	None	None	None	None
18879	Smith, Preserved	http://en.wikipedia.org/wiki/Preserved_Smith	Q7241063	1880-01-01T00:00:00Z	1941-01-01T00:00:00Z	United States of America	historian	None	None	None	None	University of Paris	None
58105	Alderson, Edward Hall, Sir	https://en.wikipedia.org/wiki/Edward_Alderson_(judge)	Q5343278	1787-01-01T00:00:00Z	1857-01-27T00:00:00Z	United Kingdom of Great Britain and Ireland	judge	None	None	None	None	Gonville and Caius College	None
