Type,Title,Language,Subjects,LoCC
Text,0.2994693855968218,en,0.27946985669372004,PS
Text,0.2310590505667322,en,0.36088468738141644,AP
Text,0.33077540727359656,en,0.4460203882985642,LF
Text,0.2665654713045569,en,0.29246143569816246,PS
Text,0.40636797340767883,fr,0.3194365583824925,D501
Text,0.27964626654580826,en,0.2791423284411996,DU
Text,0.2924742263700881,en,0.36303603581409777,SK
Text,0.28833423958344945,en,0.3915010704888839,PZ
Text,0.24459655673370867,en,0.36788478015706844,PZ
Text,0.24561349840066204,en,0.36088468738141644,AP
Text,0.24557104592741133,en,0.36088468738141644,AP
Text,0.3494709709434247,en,0.7281937171781707,SF
Text,0.2458247938762231,en,0.3068780764108512,DS
Text,0.4428737393386689,fr,0.35317774326432233,PQ
Text,0.28519554128302194,en,0.7036055933173121,PS
Text,0.23027931873342572,fr,0.34937693748952364,PQ
Text,0.26703703623878927,fi,0.3345643602406081,PG
Text,0.20828431195737998,en,0.34187032015651864,PQ
Text,0.31372043564390395,en,0.3441849066737871,PS
Text,0.27887810818515113,en,0.3088360927046257,DT
Text,0.0,fr,0.42286621311257344,PQ
Text,0.25467357014729336,es,0.3148544599482768,PQ
Text,0.3492628217261119,en,0.30157028534275704,TX
Text,0.31040633612409346,en,0.28274217694416,T
Text,0.2846832648603361,en,0.3972094223479801,BS
Text,0.21004373008786956,en,0.38472300005978904,PK
Text,0.24922415349632124,en,0.36088468738141644,AP
Text,0.24577815159877983,en,0.36088468738141644,AP
Text,0.38644227809940385,en,0.33827226101997687,HE
Text,0.2492853902658247,en,0.2714931722230141,ML
Text,0.3438310111748502,en,0.7036055933173121,PS
Text,0.32076779973424546,en,0.31922136579684746,BT
Text,0.3492799920822025,en,0.4116076259626868,PS
Text,0.4105298605592964,en,0.40608169465263555,PR
Text,0.29017499210090536,en,0.38654537918643045,PN
Text,0.3832900829129378,en,0.7036055933173121,PR
Text,0.3049304429409903,en,0.3430410763335513,D501
Text,0.24610063270442784,en,0.3068780764108512,DS
Text,0.2501275686364565,en,0.36088468738141644,AP
Text,0.37533686619662854,en,0.3425122448230484,PS
Text,0.2469695378284154,en,0.36088468738141644,AP
Text,0.23391794807793778,fr,0.4054668117843938,GV
Text,0.2836590874799324,en,0.3726697479888201,BV
Text,0.31865064328096154,en,0.44125506806385345,TX
Text,0.26702996105655863,en,0.41557057045838935,G
Text,0.38115612381774344,en,0.36040026029466904,PR
Text,0.23636972519163357,en,0.37525177206406984,PS
Text,0.4273102917116236,en,0.36457004430128503,PZ
Text,0.30636796986705617,en,0.4105854192888446,ML
Text,0.4193367666237638,en,0.34728581023677435,PR
Text,0.350463341130596,en,0.30428199098977254,PR
Text,0.2959785649904407,en,0.42392138141288044,BV
Text,0.32785658803052475,en,0.2622511020211786,PT
Text,0.3150197803531489,en,0.49282359740561715,N
Text,0.24497422660666804,en,0.36088468738141644,AP
Text,0.2667416172036263,en,0.358377001896746,PS
Text,0.0,fr,0.27146377262882576,BL
Text,0.26826864443427717,en,0.7701158873358785,BF
Text,0.2680543458445803,en,0.3554042457008772,LB
Text,0.32270891425980935,en,0.40063111987021455,PZ
Text,0.0,fr,0.42286621311257344,PQ
Text,0.25157712244738817,en,0.42157003970855644,AP
Text,0.21720286035289102,en,0.277241391341962,PZ
Text,0.2214786152917812,en,0.38039377906496014,AP
Text,0.3388864215096593,en,0.2805798496426114,PS
Text,0.0,fi,0.6863815202445392,PH
Text,0.34974387251045364,en,0.7790454367609253,QA
Text,0.2503887154146527,en,0.5415458647119049,PS
Text,0.24640963842218253,en,0.5999692785774028,PE
Text,0.347590058477921,en,0.7036055933173121,PR
Text,0.2523688576397955,en,0.36088468738141644,AP
Text,0.2571050280765575,en,0.36327450450444393,PR
Text,0.2487413304255898,en,0.333522167189332,PR
Text,0.28709815896851937,en; la,0.32898780760861773,PA
Text,0.25026349865511444,nl,0.33175152952705916,DJ
Text,0.0,fi,0.6878784792065347,PH
Text,0.2875094475131068,en,0.3172837114910409,PS
Text,0.2620631971650793,tl,0.4203770840952718,PL
Text,0.2896278477143935,en,0.33782697803960043,F850.5
Text,0.314248955370165,en,0.3900647694199819,PS
Text,0.24786890555533367,en,0.36088468738141644,AP
Text,0.28079817215086283,en,0.4665969538947346,PZ
Text,0.30572872189689754,en,0.3703159432613127,QL
Text,0.3433115124647096,nl,0.6878784792065347,PT
Text,0.24414714130811804,en,0.36088468738141644,AP
Text,0.3486049085536594,fi,0.2484793765682191,PT
Text,0.20819309299650568,en,0.5261559634417028,PQ
Text,0.34427876321567374,en,0.4092887641857924,BV
Text,0.24542624158002158,en,0.5903447484736302,nan
Text,0.2839425524143164,en,0.36139314196632144,RC
Text,0.21172580553078701,en,0.2737453776092947,DC
Text,0.24244642689730442,en,0.3416577641250242,PS
Text,0.35554264589923684,en,0.4285197451989038,BT
Text,0.0,fr,0.42286621311257344,PQ
Text,0.3479154966497446,en,0.3584115835537478,PZ
Text,0.0,fi,0.7036055933173121,PH
Text,0.20523208919254857,fr,0.3464034600628992,PQ
Text,0.26992559099176683,en,0.43543796515684674,PS
Text,0.428974323008221,en,0.42446766222067345,BS
Text,0.5048015752439734,en,0.3201842769055131,PR
Text,0.35461963432496674,en,0.3635484704284381,PS
Text,0.3769371819124862,en,0.378296989069298,PZ
Text,0.24251357985323893,en,0.32343136458338767,PS
Text,0.24930099503883002,nl,0.2919481799619156,F1201
Text,0.35543798493906326,en,0.3829888011247549,QK
Text,0.2538400230706752,en,0.36088468738141644,AP
Text,0.3045228991260962,en,0.40381882969252303,BL
Text,0.24167479264515085,en,0.4936482783419367,PR
Text,0.2440081951051959,en,0.2790420411681998,DA
Text,0.2533072016284827,en,0.36088468738141644,AP
Text,0.21882840526598887,en,0.33169749507059326,BS
Text,0.2921030098699151,en,0.2819891726922643,PR; PZ
Text,0.4266554069657844,en,0.3945002994724741,PZ
Text,0.29561241054538,en,0.3237227687023584,PS
Text,0.26699556306967753,en,0.6836406244019116,QK
Text,0.26392156789222976,en,0.45559465659575343,T
Text,0.2559627265398986,en,0.3579156119774281,AP
Text,0.28638546629846656,en,0.720674468781814,BV
Text,0.27080535811508494,en,0.3765485795236068,AG
Text,0.2745084181610131,en,0.3765485795236068,AG
Text,0.4147642640808213,en,0.3973244043627214,BX
Text,0.2331167883168815,en,0.568844503525912,PR
Text,0.30149517986946506,en,0.351418046574129,HV
Text,0.26752527126601977,en,0.41557057045838935,G
Text,0.37973716412081393,en,0.34569470885722153,D
Text,0.3345615436641536,en,0.32882542805579795,DS
Text,0.2711174210821547,en,0.5305258028513217,PR
Text,0.2664359821687875,en,0.4169417954174405,QH
Text,0.0,sv,0.5142107773332639,PT
Text,0.3652252812775543,en,0.4450812281373885,PS
Text,0.24710703850169896,en,0.36088468738141644,AP
Text,0.22889994352560636,fr,0.34937693748952364,PQ
Text,0.2716612800004874,en,0.2822527958127232,PZ
Text,0.24534619997104906,en,0.4079705962576048,KD
Text,0.26774137535138737,en,0.3562965736333756,D
Text,0.3799852512389904,nl,0.7036055933173121,PT
Text,0.19757793360180104,en,0.3222306849089921,PZ
Text,0.5457350100877064,fr,0.37486938059753716,PQ
Text,0.2722774920722571,en,0.41557057045838935,G
Text,0.2556618390274339,en,0.3579156119774281,AP
Text,0.23243913228625113,fr,0.3464034600628992,PQ
Text,0.367731778006458,en,0.3160827417194961,PS
Text,0.4770552066757914,fr,0.42286621311257344,PQ
Text,0.0,nl,0.6863815202445392,PT
Text,0.26524316951513277,en,0.2751149183871,PR
Text,0.2490514537152778,en,0.3940966853809769,BR
Text,0.26764061736443057,en,0.3765485795236068,AG
Text,0.256493430915651,en,0.36088468738141644,AP
Text,0.24611502217788847,en,0.36088468738141644,AP
Text,0.3129562079922769,en,0.34944684583012725,DS
Text,0.27127097935456257,en,0.3765485795236068,AG
Text,0.3437171746217225,fi,0.3608095211682218,PH
Text,0.2409013211965625,en,0.3359487633255923,N
Text,0.28054037910025836,en,0.3401189693236173,PS
Text,0.2750158164582572,en,0.2930127408398964,HD
Text,0.27143304562699017,en,0.6690693753642988,LB; PS
Text,0.26042863141726685,en,0.45559465659575343,T
Text,0.5634587424940113,fr,0.35092089583251757,PQ
Text,0.26122255762632435,en,0.45559465659575343,T
Text,0.28864426941122,en,0.3663844403866992,BF
Text,0.32233989019531023,en,0.34879902745385855,DA
Text,0.25268149344153035,en,0.3025650350816292,PZ
Text,0.25938980755754204,en,0.3482313722964526,PR
Text,0.275820202631886,en,0.3765485795236068,AG
Text,0.29037503511211343,en,0.3352238433469047,BF
Text,0.23474335380021852,en,0.35523606551215925,PN
Text,0.2753003241132806,en,0.26689262373917955,PG
Text,0.3905262746675064,en,0.7544418262399237,PR
Text,0.2744905183887884,en,0.3765485795236068,AG
Text,0.30318285494094965,en,0.26689262373917955,PG
Text,0.353225884322693,en,0.26689262373917955,PG
Text,0.34717538271959386,en,0.26689262373917955,PG
Text,0.333146824912607,en,0.26689262373917955,PG
Text,0.3272616380366358,en,0.26689262373917955,PG
Text,0.33315377073758934,en,0.26689262373917955,PG
Text,0.3368363539187751,en,0.26689262373917955,PG
Text,0.3360750294582433,en,0.26689262373917955,PG
Text,0.3591917844657886,en,0.35280200681126955,DS
Text,0.24783915545999063,en,0.36088468738141644,AP
Text,0.24982410020979248,en,0.36088468738141644,AP
Text,0.24704443739833343,en,0.37525177206406984,PS
Text,0.46820034471365135,en,0.37561942371884083,BV; PZ
Text,0.24677552095352207,en,0.3742299846865475,PR
Text,0.2767056918254437,en,0.3765485795236068,AG
Text,0.27070202010130434,en,0.3765485795236068,AG
Text,0.24714159337394248,fi,0.6519097511809991,B
Text,0.0,fi,0.6878784792065347,PH
Text,0.2780185482203268,en,0.4045675361436309,PS
Text,0.5756838850621164,fr,0.42286621311257344,PQ
Text,0.2336104740316315,en,0.7036055933173121,PR
Text,0.26106610167442473,en,0.2822123170826069,BL
Text,0.2914451910597612,en,0.3569737441811779,HV
Text,0.3390291743563176,en,0.3645227908276969,Z
Text,0.3107189585516353,en,0.3245679295437188,DA
Text,0.3843328011976516,en,0.35644117151202337,PG
Text,0.26634985338549966,en,0.26834387958588085,PR
Text,0.4869877887044442,en,0.32282639294789744,PR; PZ
Text,0.2480183018705079,en,0.3841862802304183,AP
Text,0.3850182259279024,en,0.43533155753932823,PR
Text,0.2772250008689878,en,0.2840435720547484,E011
Text,0.26079770782730305,en,0.45559465659575343,T
Text,0.2757578569989974,en,0.370852582542593,HQ
Text,0.0,fi,0.3400786142965029,PH
Text,0.24598214201824725,en,0.36088468738141644,AP
Text,0.343145582899871,en,0.7790454367609253,QA
Text,0.3635908386278639,en,0.7544418262399237,PR
Text,0.3666572089111557,en,0.4295054090831019,BJ
Text,0.3151002253880795,en,0.3780739115852961,PZ
Text,0.26765712879510334,de,0.414967038672232,PT
Text,0.22914169995652783,de,0.3383861827830847,PT
Text,0.2855430562425891,en,0.4259483170845384,PR
Text,0.0,en,0.7036055933173121,PR
Text,0.2868141988937385,en,0.3185207823565327,PZ
Text,0.3975284668265197,fr,0.34790146748223527,PQ
Text,0.2593710553517292,en,0.4426397191583163,PN
Text,0.2875628795345512,es,0.2885026941538233,F3051; F2801
Text,0.29463856121948373,en,0.38412168127536134,PR
Text,0.3401363667527458,en,0.38054104569937913,BV
Text,0.30553857623608266,en,0.35822921733336727,PR
Text,0.27367632533755604,en,0.3765485795236068,AG
Text,0.2755956087224436,en,0.3765485795236068,AG
Text,0.3791245836823635,en,0.633347591789396,PR
Text,0.24671740039741483,en,0.36088468738141644,AP
Text,0.2441113299015851,en,0.36088468738141644,AP
Text,0.3959820032688688,en,0.6763796647433007,LB
Text,0.33909721509843443,en,0.36204797964917296,DS
Text,0.3247246928201949,en,0.6352138700423232,PN
Text,0.287540694337775,en,0.39534011352776616,DD; PZ
Text,0.26500748561072324,en,0.2878198662027832,E660
Text,0.24705844115197398,en,0.33426956366126404,PR
Image,0.26387876887869205,en,0.38053762315805545,M
Text,0.2890228581530488,en,0.40671148494458287,PS
Text,0.25075090744489925,fr,0.3508551119187837,DC
Text,0.27751512602442985,en,0.356211844981594,QC
Text,0.30951447451350883,en,0.30338221446801866,ND
Text,0.19388471849500574,fr,0.42286621311257344,PQ
Text,0.19725063065683915,es,0.3186020922998689,F3301
Text,0.2684582724859434,en,0.3765485795236068,AG
Text,0.29189310646480326,en,0.3749264685599336,DG
Text,0.36781395371163844,en,0.38847024610851727,LA
Text,0.4107339652752024,en,0.3691786830105268,PN
Text,0.3852473658297473,en,0.4616966008869801,PR
Text,0.2976053816643764,en,0.40862431827850326,N
Text,0.24241097513782345,en,0.30628500517186913,PR
Text,0.3387081185834357,en,0.70161250988467,TX
Text,0.3034113630083975,en,0.34861070735959104,HB
Text,0.23281788036148332,en,0.44707389999643027,nan
Text,0.0,fr,0.42286621311257344,PQ
Text,0.24600881906163877,en,0.36088468738141644,AP
Text,0.43325434455224937,es,0.34623680750534996,G
Text,0.3568594519502163,en,0.4247145941181948,TX
Text,0.30768925604060615,en,0.4006020848015641,PS
Text,0.2546848776530526,en,0.3579156119774281,AP
Text,0.29732254667502805,en,0.3533982742505376,PS
Text,0.0,en,0.3459875352801576,PR
Text,0.2801156438555893,en,0.42924458841318647,PS
Text,0.3020023727104793,en,0.38248572207445053,PZ
Text,0.2781251042279947,en,0.29286769335551394,PZ
Text,0.4182608739179593,en,0.3456089828254636,PR
Text,0.24595906171338386,en,0.36088468738141644,AP
Text,0.24622137342441902,en,0.36088468738141644,AP
Text,0.6361791898525729,en,0.315825146990653,ML
Text,0.3203842325369044,en,0.2815015990464318,PG
Text,0.3053584562477545,en,0.37720509394675134,PZ
Text,0.43588336859908244,es,0.31602191315572514,PQ
Text,0.3560687435791247,en,0.33745208240820584,PT
Text,0.2896407842754101,en,0.7641059251154124,HV
Text,0.25791965629302455,en,0.43339284670129197,VM
Text,0.32763261734828886,en,0.26839918196001383,PG
Text,0.27385463070533184,en,0.28304976920668046,G
Text,0.2777705767573601,en,0.3765485795236068,AG
Text,0.3338664271146134,en,0.3697970270577024,PS
Text,0.2475374856044617,en,0.3471856685030971,PS
Text,0.31248705218481343,es,0.22511318694549753,DF
Text,0.2356618198191835,en,0.26530451063823157,NC
Text,0.3542041075954076,en,0.29277108480142783,G
Text,0.526357703590023,es,0.3145620882495089,PQ
Text,0.2840807150318707,en,0.4426397191583163,PN
Text,0.27892860389931606,en,0.3765485795236068,AG
Text,0.4821572038587531,en,0.3951448511049874,PR
Text,0.17405064483305058,fr,0.3464034600628992,PQ
Text,0.20000748980265776,fr,0.3464034600628992,PQ
Text,0.29242764638752977,fr,0.29751405542267656,PQ
Text,0.3046552729025387,en,0.389828765958038,PS
Text,0.2826289854699387,en,0.39443128213523454,PQ
Text,0.3255294480734429,en,0.6221281892584055,PS
Text,0.2762212167264583,en,0.3559353278109998,D
Text,0.0,en,0.3710623087237582,PR
Text,0.21540928302731657,en,0.4226048390429418,PS
Text,0.33152380107134605,en,0.34045122415830115,PS
Text,0.2967704073372835,en,0.4398331542290106,BV
Text,0.3490838400529051,en,0.36587659026819125,PR
Text,0.3370828455802231,en,0.568844503525912,PR
Text,0.23475943792563145,en,0.3569003733885384,AG
Text,0.2953172839135855,en,0.4166391659495378,SB
Text,0.24269742621044338,en,0.36088468738141644,AP
Text,0.2497336877052685,en,0.34473070333156475,BR
Text,0.2661916281843725,en,0.3765485795236068,AG
Text,0.23605902063280354,en,0.7036055933173121,PS
Text,0.3641950552952957,en,0.3332247181457854,PZ
Text,0.42900837422699867,en,0.42676646737472596,PS
Text,0.2728399424856776,en,0.3765485795236068,AG
Text,0.2726627109295572,en,0.3455302548222504,F106; TX
Text,0.3916165564151164,en,0.7036055933173121,PR
Text,0.27308271122803696,en,0.7036055933173121,PR
Text,0.36559675113953305,en,0.6763796647433007,LB
Text,0.3792336722628726,en,0.44913247728781935,U
Text,0.272677326121517,en,0.3765485795236068,AG
Text,0.2704541120562389,en,0.3765485795236068,AG
Text,0.2448864482167855,en,0.40545680939446166,DS
Text,0.3336460001013691,en,0.5074482850802956,PR
Text,0.25166875776911324,en,0.4198636354641884,PS
Text,0.30661819245516997,en,0.39399149802383937,PS
Text,0.31287007759427093,en,0.37338166923499744,PZ
Text,0.26982892790222546,fr,0.2749297491323135,F1001
Text,0.26878013393214867,en,0.3765485795236068,AG
Text,0.2676397070134248,en,0.267455295610927,F1001
Text,0.24908915344720486,en,0.3464298743079135,PS
Text,0.32780880321447314,en,0.3050027281696371,PR
Text,0.0,fr,0.42286621311257344,PQ
Text,0.2437547163433091,en,0.36088468738141644,AP
Text,0.0,fi,0.3573825917955039,PH
Text,0.10747478279783919,fi,0.2589846535433353,PH
Text,0.0,fi,0.7036055933173121,PH
Text,0.6888518823889205,en,0.4624008389187786,PR
Text,0.4075280695823298,en,0.39947321106858935,KF
Text,0.236784902916147,en,0.35070068817575345,HQ
Text,0.2669999419697959,en,0.35709637976529024,BX
Text,0.23475909520947208,en,0.3569003733885384,AG
Text,0.2909708693091501,en,0.7036055933173121,PQ
Text,0.3485868384218098,en,0.3610923053669965,PR
Text,0.3015336364168223,en,0.42238479799285844,RA
Text,0.2775741768343295,en,0.4327837364380677,CC
Text,0.3715974194581214,en,0.47438841810084076,PT
Text,0.25908988373599756,en,0.368712701709981,PZ
Text,0.24968169858782227,en,0.3579156119774281,AP
Text,0.26840567385718067,en,0.35237268424738655,E300
Text,0.0,fi,0.35369541127534565,PH
Text,0.12619272995099437,fi,0.7036055933173121,PH
Text,0.3395418514145068,en,0.30701503647790374,DA
Text,0.22834689265369817,en,0.29040816211120796,PR; PS
Text,0.25033749096470487,en,0.3775693902429739,BV
Text,0.5358805557103067,nl,0.2960957652245449,PR
Text,0.6314496437016307,en,0.43038420346843237,PR
Text,0.25608057716644517,en,0.3579156119774281,AP
Text,0.2646415091196882,en,0.3946894904723719,BJ
Text,0.3168069790035182,en,0.3462982722361116,PN
Image,0.247261373481225,en,0.39553076258528425,M
Text,0.15373349967209246,nl,0.36758382865488837,PT
Text,0.0,fr,0.340469691781624,PQ
Text,0.0,fi,0.5002173244175843,PH
Text,0.25611951569373903,fr,0.3562484000987169,PQ
Text,0.0,nl,0.7036055933173121,PT
Text,0.22959690243450862,nl,0.7036055933173121,PT
Text,0.3466061312361293,en,0.3702904762579725,PS
Text,0.26784354929400145,fr,0.3557430157391981,PQ
Text,0.6678183374823382,da,0.4942861431455718,PT
Text,0.20407249667281013,en,0.45582147933903516,AE
Text,0.24428801713560147,en,0.31899264720813886,BS
Text,0.2625921456443661,en,0.3547370622787392,E300
Text,0.2702832595400817,en,0.414453449123998,PL
Text,0.2662420251596013,en,0.5272320187872197,PZ
Text,0.22552759714671836,en,0.3284365762900539,G
Text,0.24423463013649194,en,0.41557057045838935,G
Text,0.3477350292730281,fr,0.3333474893988256,DC
Text,0.26618265993343115,es,0.6519097511809991,B
Text,0.37411861203825025,en,0.4234834204164365,QA
Text,0.2492026657480835,en,0.4099710216465688,HQ
Text,0.2781817932818325,en,0.4099710216465688,HQ
Text,0.2926993701362982,en,0.4099710216465688,HQ
Text,0.28708421057869726,en,0.4099710216465688,HQ
Text,0.26370644188812753,en,0.4099710216465688,HQ
Text,0.2890995731297723,en,0.4099710216465688,HQ
Text,0.24578080836006966,en,0.3068780764108512,DS
Text,0.24381388008564078,en,0.32311864665150564,J
Text,0.2817541633574121,en,0.562668698278778,nan
Text,0.26971200658633754,en,0.3271868279119385,PR
Text,0.2879508751602294,en,0.48438486322884566,BL
Text,0.23935220119613923,en,0.6878784792065347,PR
Text,0.208993418513716,fr,0.2837155286382471,PQ
Text,0.28406877576103584,en,0.4426397191583163,PN
Text,0.21036043572434562,en,0.2989245392744138,DA
Text,0.37569404117268557,nl,0.3866415328760741,PT
Text,0.275986727016614,en,0.2979714217652345,PQ
Text,0.26782143098057415,it,0.5212626151437098,PQ
Text,0.5084373395409818,fr,0.48444801793039255,ML
Text,0.2232041953750582,fr,0.3032261699161065,PQ
Text,0.19824536781474136,pt,0.3448336667836351,AP; DP
Text,0.2527080178264987,en,0.5256351013981014,AP
Text,0.26212964408204775,en,0.3577747776666052,AP
Text,0.22133562261224685,en,0.38039377906496014,AP
Text,0.24618698170696668,en,0.36651484254563194,AP
Text,0.24683690354810614,en,0.3738128344749047,D501
Text,0.251002346935954,en,0.3841862802304183,AP
Text,0.24788319673837322,en,0.42157003970855644,AP
Text,0.27916728473271146,en,0.3765485795236068,AG
Text,0.24824860876371074,en,0.36088468738141644,AP
Text,0.2593469010914566,en,0.45559465659575343,T
Text,0.24838001940281973,en,0.3775693902429739,BV
Text,0.2636999849019476,en,0.4035142122391194,E151
Text,0.25250316678610973,en,0.41625961169984654,AP
Text,0.26085685714859913,en,0.3579156119774281,AP
Text,0.2427235922391337,en,0.3100179418737409,PR
Text,0.34834881728859096,en,0.3366061076196299,PR; PZ
Text,0.460410020387802,en,0.35908715740487807,PR; PZ
Text,0.38529463915579787,en,0.33755605404569017,PR; PZ
Text,0.4315459722876465,en,0.3656749324163412,PR; PZ
Text,0.45149845567694,en,0.3375163429606739,PR; PZ
Text,0.2397780673429544,en,0.2701539164727149,Z
Text,0.31774997970470487,en,0.47412455695044775,BT
Text,0.5129300411505398,fr,0.42286621311257344,PQ
Text,0.39952030436725733,fr,0.42286621311257344,PQ
Text,0.2397897156821332,en,0.3841862802304183,AP
Text,0.3080355323103351,en,0.43605147892402596,BF
Text,0.2504998288224342,de,0.2832073595319704,DD; PT
Text,0.2500546029901264,de,0.2832073595319704,DD; PT
Text,0.25032901981027134,de,0.2832073595319704,DD; PT
Text,0.2294430830187722,en,0.29040816211120796,PR; PS
Text,0.19789289070973842,de,0.6863815202445392,PT
Text,0.3559582088286157,fi,0.7036055933173121,PH
Text,0.3559582088286157,fi,0.7036055933173121,PH
Text,0.2673343179066004,en,0.44499205316462714,PR
Text,0.32427500645536306,en,0.33713436726668267,D501
Text,0.3498835149342477,en,0.3838566763754278,LB
Text,0.2183166970364542,en,0.303027777259367,PR
Text,0.4090761519739902,fr,0.42286621311257344,PQ
Text,0.31701628429483686,en,0.7186597123782079,TX
Text,0.38907179105201434,en,0.37938610710775494,PS
Text,0.5989538526994423,fr,0.3318361238560418,PQ
Text,0.31881688080661347,en,0.43038420346843237,PR
Text,0.29396347511226384,en,0.5736843159412426,PR
Text,0.18566517138953714,en,0.29570031428158006,DA
Text,0.23511357648163891,en,0.4205303576740759,PZ
Text,0.3794121079801271,fr,0.32031843674720534,DR
Text,0.3690606575076916,en,0.6516711706926362,BR; BV
Text,0.36957920578011694,en,0.39348099282150206,PJ
Text,0.325572454620686,en,0.3667963403513034,PS
Text,0.25562892478508076,en,0.3577747776666052,AP
Text,0.0,fi,0.7036055933173121,PH
Text,0.0,fi,0.4022488617404552,PH
Text,0.48262658763679456,tl,0.328103902824063,PL
Text,0.2871337387074601,en,0.3765485795236068,AG
Text,0.2803208418188661,en,0.38448485264446486,PZ
Text,0.5053039212929535,tl,0.3810068278537382,PL
Text,0.31118879658250537,tl,0.5799828573634709,PL
Text,0.25379842933260416,en,0.3022419174477781,Z
Text,0.25067785664946485,en,0.35388243208956655,DT
Text,0.335132262578072,de,0.2932439314600741,CT; HX
Text,0.2582607871881229,fi,0.3573825917955039,PH
Text,0.47650848812746255,en,0.5574547911253769,QA
Text,0.3610697939672419,en,0.48928803485218497,QA
Text,0.5066825996252048,en,0.4138528514216682,PS
Text,0.3948292369881093,en,0.3715883090988757,PQ
Text,0.24159240450605937,nl,0.3202488369346294,DT
Text,0.170419287963155,nl,0.3047923950952923,DS
Text,0.2575170798273243,nl,0.29753541525030774,DS
Text,0.20773572187907396,nl,0.3124892554894898,DC
Text,0.26116283813086516,en,0.34818954956716797,E300
Text,0.2460088980314415,en,0.3068780764108512,DS
Text,0.33914034567550816,en,0.3318832887721085,QA
Text,0.4853535591086909,fr,0.30978163286240995,PQ
Text,0.4100852335027355,fr,0.6221281892584055,PQ
Text,0.29482776096549856,nl,0.36621078284403674,PT
Text,0.39214770598135723,en,0.4200699682992709,HX
Text,0.3802907149402209,en,0.35337771260265943,PS
Text,0.3202640936794221,en,0.7544418262399237,PS
Text,0.29672532950814695,en,0.35807484492604086,PS
Text,0.24419770092827905,en,0.36088468738141644,AP
Text,0.25289626529073095,en,0.41625961169984654,AP
Text,0.28150882382335796,en,0.3765485795236068,AG
Text,0.28942941409975326,en,0.3765485795236068,AG
Text,0.21349363284875778,en,0.26977505428229037,PR
Text,0.3149614808916134,en,0.3067929646749343,HX
Text,0.29042277795007765,en,0.3697622933787784,PR
Text,0.268919913795895,en,0.371405856451336,PZ
Text,0.2880806333691848,en,0.39102723694290603,HE
Text,0.2222756439795214,en,0.38039377906496014,AP
Text,0.23127054955965382,en,0.3412548376406692,PS
Text,0.2270451674646726,en,0.3412548376406692,PS
Text,0.3122993181864243,en,0.37812331627685647,HQ
Text,0.638413763570907,en,0.34135270282389196,PR
Text,0.36127667590591145,en,0.35196742613985543,PS
Text,0.32629961522013257,en,0.3086621231435778,PA
Text,0.21819870736425925,en,0.2611638015764174,B
Text,0.27900286473985264,fr,0.3464034600628992,PQ
Text,0.667300097742865,en,0.36701286511966524,PR
Text,0.2747133421608587,en,0.3765485795236068,AG
Text,0.35113584815139925,en,0.4640788034257975,SK
Text,0.49567556491970965,en,0.38124630123371206,PS
Text,0.46342017145268133,de,0.37020065198811,PT; PZ
Text,0.5790940396482468,fi,0.7036055933173121,PH
Text,0.2716696931865316,fr,0.3839481364013763,PR
Text,0.4919600112283605,fr,0.3239405402812976,PR
Text,0.27707773571152117,en,0.3765485795236068,AG
Text,0.36874833157832854,fr,0.31404094514539127,PQ
Text,0.3860440259202403,en,0.37226070490809215,PS
Text,0.2402473786608675,en,0.43533155753932823,PS
Text,0.31219764054000615,en,0.34233738511236006,PS
Text,0.2552053142079567,en,0.3577747776666052,AP
Text,0.24585376179889012,en,0.3068780764108512,DS
Text,0.3102806999681955,fr,0.36265380809245024,PQ
Text,0.0,fr,0.42286621311257344,PQ
Text,0.2674925521767241,fi,0.3573825917955039,PH
Text,0.23458483774890923,en,0.3169888392774991,DS
Text,0.2814642918804247,en,0.3765485795236068,AG
Text,0.25550851237659966,en,0.7193702460819783,F001
Text,0.21854255799335504,en,0.2857564135140448,G
Text,0.2787063885593234,en,0.527265464490591,BR
Text,0.2968848218794286,en,0.2783474826535813,DA
Text,0.23226545986283678,en,0.2988330721340234,PZ
Text,0.30167846442330015,en,0.40158791183493675,PZ
Text,0.7901574011247997,en,0.29323839484240466,DA
Text,0.30673420368205545,en,0.534900052142091,DA
Text,0.2524315182329061,en,0.40175701524826957,PS
Text,0.0,en,0.37862816922353226,PS
Text,0.33342651288935665,en,0.38316140736351817,PZ
Text,0.29799155014139384,en,0.5135819697301689,HS
Text,0.2633762170239761,en,0.27421393496394875,DU
Text,0.2560200269629633,en,0.3577747776666052,AP
Text,0.23626169915840428,en,0.29129261956768293,F1001
Text,0.3452648663847525,en,0.3169200093183257,PR
Text,0.36609840848379105,en,0.35385076037570223,PR
Text,0.4855854474101726,fr,0.30407186296303235,PQ
Text,0.3502868408330972,en,0.6519097511809991,BD
Text,0.271205580686213,en,0.2967358716326207,ML
Text,0.0,fi,0.5074482850802956,PH
Text,0.21494956559567838,fi,0.41179091749829005,SH
Text,0.24823193735618457,en,0.3841862802304183,AP
Text,0.24777557272880982,fr,0.35819532931282494,PR
Text,0.32619191544638176,fr,0.30407186296303235,PQ
Text,0.17902785425088036,tl,0.7036055933173121,PL
Text,0.28926769473524117,en,0.34921152383389636,PR
Text,0.28026263340310237,en,0.4369253043677226,TX
Text,0.2861998079653581,en,0.7036055933173121,PR
Text,0.21301935178209483,en,0.2913118739673447,DT
Text,0.2762208872111775,en,0.43359487155259363,CT
