Type,Title,Language,Subjects,LoCC
Text,0.32344946317689516,en,0.3341589575184329,PR
Text,0.3874018745229006,en,0.5123380066662665,PS
Text,0.2678935374743492,en,0.4580557574230037,QA
Text,0.34567404113591665,en,0.32606117069730706,PR
Text,0.3146077558140374,en,0.2831559855013716,E300; E660
Text,0.30733793378444363,en,0.29697695524647255,PR
Text,0.27954828989213976,en,0.3584098704294575,HV
Text,0.2598214165877311,en,0.32316801196662737,PS
Text,0.33422791123912793,en,0.3725326089659437,PQ
Text,0.23810364816017607,en,0.31787665810524257,E740
Text,0.5224069590667892,en,0.34558540399381155,PR
Text,0.36318243444975834,en,0.3572177492087329,PZ; PS
Text,0.30923325288573705,en,0.33136226901226756,PR
Text,0.30368064535771144,en,0.31483486652999493,PR
Text,0.2765194256129973,en,0.5415458647119049,PS
Text,0.2386429503387116,en,0.3388138882541628,PR
Text,0.6364350537341319,en,0.3622712861241114,PZ; PS
Text,0.6519789582630956,en,0.35840920612581456,PS
Text,0.3920484150041343,en,0.3419574464894027,PZ
StillImage,0.2440293991031022,en,0.42729075615417905,NC; PR; PZ
Text,0.2949714928907046,en,0.380438327722002,HA
MovingImage,0.2997795164221192,en,0.3052118015318649,TL
Text,0.26734548431429295,en,0.6892781213133282,M
Text,0.30905827295363875,en,0.4801451179512636,TK
Text,0.3454097485354227,en,0.36837721931295364,PS
Text,0.5011418301876522,en,0.34473285652268476,PR; PZ
Text,0.5840029771915973,en,0.36182351041110106,PR
Text,0.35370618821850075,en,0.3283226678304637,PR
Text,0.33449940411444234,en,0.37738611497390095,PS
Text,0.3066335193525609,en,0.3191712048627242,BS
Text,0.2900929752602718,en,0.3499337103958139,PZ; PS
Text,0.3612133911043131,en,0.3426936152112273,PR
Dataset,0.3253142704511489,en,0.47218616615341374,QA
Text,0.3238297632992169,en,0.35649382227297727,PJ; PZ
Dataset,0.326192189596406,en,0.4104182310758657,QA
Text,0.5908104606326542,en,0.2568317810807936,BR
Text,0.2544660064896965,en,0.3705098870116162,PR
Text,0.3792336722628726,en,0.34378609938587434,U
Text,0.29704655719565304,en,0.33647257865329355,PS
Text,0.28260509258274796,en,0.4341219146244566,PR
Text,0.5574981163807314,en,0.3362827041212676,PQ
Text,0.3327498392001267,en,0.3841851252310069,PR; PZ
Text,0.24201849559062075,en,0.36057217581997386,PZ
Text,0.30228142551978177,en,0.3035769564696387,PQ
Text,0.38524391354496557,en,0.3404763723890548,PR
Text,0.40382901140512784,en,0.33635860107698023,PS
Text,0.4655838066595371,en,0.36688880809378477,PR
Text,0.2770314235969476,en,0.35171643283721116,PS
Text,0.3282138014809616,en,0.3404457519246338,PR
Text,0.3533513785634076,en,0.3584492503097268,PR
Text,0.0,en,0.3621898748607733,PR
Text,0.27193914734329055,en,0.36057217581997386,PZ
Text,0.4268800988890155,en,0.32121539300413393,E201
Text,0.30775270592138565,en,0.28629662173858933,E300
Text,0.3700279161801995,en,0.43838029614104884,PS
Text,0.3952717661040068,en,0.32976187037049487,JC
Text,0.309574554171536,en,0.6878784792065347,PR
Text,0.4461947003740497,en,0.38123179976171295,PS
Text,0.3293169876924449,en,0.3470015772984885,PR
Text,0.2900021732226096,en,0.3419273432796446,PS
Text,0.35660568660736014,en,0.3634534934538485,PR
Text,0.2610002960935377,en,0.6892781213133282,M
Text,0.3390170623413642,en,0.3699513287123863,PZ; PS
Text,0.5468982996444303,en,0.3576536859529691,PR
Text,0.3127228606243907,en,0.38065252887534284,PR
Text,0.2990785680176481,en,0.3201682603665071,PS
Text,0.37654265211091176,en,0.3517295323380985,PR
Text,0.2965745848700752,en,0.2711723945080838,BL
Text,0.45843543502538747,en,0.3499714010184609,PZ
Text,0.3501352097022017,en,0.36580642422681886,PQ
Text,0.2686266165399389,en,0.3443912327159792,PS
Text,0.548364766807904,en,0.32529297104278454,PS
Text,0.30890109256236187,en,0.43805514061905076,TR
Text,0.35083199441631696,en,0.43805514061905076,TR
Text,0.30449816534769164,en,0.36720725442667845,PR
Text,0.3018555614503733,en,0.3363780577769759,PR
Text,0.4676318159836473,en,0.3409186614376436,PS
Text,0.3460083814535887,en,0.3073342077696389,PS
Text,0.2973770425926918,en,0.3157753725731762,PR
Text,0.31605198387210653,en,0.3262381371093446,PR
Text,0.3341548253673709,en,0.33721103218446724,PQ
Text,0.4661017323942922,en,0.3376719761253322,PS
Text,0.3947110746887034,en,0.3438354818711127,PS
Text,0.5447832905944282,en,0.3611741819769863,PS
Text,0.36138663981297087,en,0.32375175335406,PS
Text,0.3126929625584571,en,0.3293278569953377,G
Text,0.31022996259281016,en,0.35552377399498647,Z
Text,0.2519704306137285,en,0.45582147933903516,AE
Text,0.2483411173330239,en,0.4580557574230037,QA
Text,0.37752071034351314,en,0.32036256951803793,E300
Text,0.3503458800330313,en,0.35027665222285426,PS
Text,0.3476492804350698,en,0.33277799060077035,PR
Text,0.2843374709134622,en,0.2886552303159548,PS
Text,0.2767857555993512,en,0.31294480694952553,E151
Text,0.2920950699537803,en,0.3360187557361411,PR
Text,0.27710861930324565,en,0.3824745401829084,PS
Text,0.34733947816806526,en,0.37658511374496734,PS
Text,0.38140231821661846,en,0.3339651726862438,PS
Text,0.2715240749524143,en,0.3388218313293973,PS
Text,0.321397163232526,en,0.44312953015434375,QA
Text,0.35641850336370473,en,0.3563436718712268,PR
Text,0.3092202617326592,en,0.35148472631577704,PR
Text,0.352711790692665,en,0.3392758795367986,PS
Text,0.2830463283979555,en,0.35135137351568746,BL
Text,0.3848916752908765,en,0.35823532772515626,PR
Text,0.20697398454858765,la,0.25810012764572815,DC; PA
Text,0.4191029400891837,en,0.3570277241448437,PR
Text,0.33716718902289966,en,0.3560188211080226,PR
Text,0.30368064535771144,en,0.31428752949540933,PR
Text,0.3196513489711778,en,0.3229585121722271,PR
Text,0.3500146422616524,en,0.33277799060077035,PR
Text,0.3606786934963162,en,0.31842694514847614,PR
Text,0.34574103631291003,en,0.5936434283538599,PR; PZ
Text,0.340677480675683,la,0.2900517639273734,PA
Text,0.0,la,0.3201855081505333,PA
Text,0.367528143082084,en,0.3155720410844092,PA
Text,0.18370208485574116,la,0.3571410700499242,PA
Text,0.18370208485574116,en,0.34442125281325553,PA
Text,0.0,la,0.3646903863165096,PA
Text,0.2089789632581798,en,0.3461456032462414,PA
Text,0.29501369911968817,en,0.3286381977765193,PS
Text,0.2667171822792354,en,0.6413734724645106,PR
Text,0.38220017547594726,en,0.3117570690867659,PS
Text,0.3799595665663423,en,0.34626069306665747,PR
Text,0.13159534413378207,la,0.3562542480476332,PA
Text,0.4564659114507764,en,0.43516781632785767,PZ; PS
StillImage,0.33250595229861063,en,0.4056896488891311,G
Text,0.3428450151998954,en,0.41377563379819693,PS
Text,0.2755011505075011,en,0.33484089381572674,PS
Text,0.3699195969225818,en,0.35680127110814885,PS
Text,0.29774169673590667,en,0.29238904076716205,PG
Text,0.338999476979284,en,0.3246331209998694,PR
Text,0.33586658830506144,en,0.3084737767322478,PS
Text,0.3142886750697529,en,0.391877191409667,PK
Text,0.2738020221497608,en,0.4716155165263072,AG; PE
Text,0.27244134796569175,en,0.4716155165263072,AG; PE
Text,0.4316128320295629,en,0.26980898865038666,N
Text,0.29392480251114833,en,0.37774218797132014,TK
Text,0.34069802313604225,en,0.413499925365843,JK
Text,0.29281563892963813,en,0.3864644000069248,KF
Text,0.2894549703573206,en,0.40871525773466155,JX
Text,0.23893108911251298,en,0.7214062502645325,QA
Text,0.2339216406357563,en,0.4934055184064697,Z
MovingImage,0.36871239927702676,en,0.5121140216874133,G
Text,0.256281418481062,en,0.2959532776308608,PR
Text,0.35855282350829615,en,0.29163121609299086,PR
Text,0.26682550069438526,en,0.3087623178500838,PR
Text,0.29130766707565353,en,0.2923547941783691,PR
Text,0.30772221270719824,en,0.5415458647119049,PS
Text,0.29665668989392546,en,0.30693000770432843,PR
Text,0.34300708492218207,en,0.40739953715921295,PS
Text,0.3219376223462063,en,0.37635052112826484,PS
Text,0.27259648437851103,en,0.2376982138435053,PT
Text,0.2514948779850729,en,0.3359900823800777,PR
Text,0.33689569098369027,en,0.3492578476186259,PS
Text,0.28618967690311986,en,0.32217892810390186,PS
Text,0.3267146247780865,en,0.37901462056680973,PR
Text,0.42294824460781627,en,0.3748301141521122,PR
Text,0.4843904396704022,en,0.3576160065752437,PR; PZ
Text,0.3303047022303928,en,0.3412301994362941,BR
Text,0.2550650360598317,en,0.3442298849532792,BX
Text,0.2581304808638456,en,0.34275496471979233,BR
Text,0.2454553339383913,en,0.4161344519543026,BX
Text,0.21531155906768232,en,0.6892781213133282,M
Text,0.3934011354175277,en,0.31028734939129055,QC; U; D731
Text,0.22997192056614188,en,0.30375918366297555,QC; U; D731
Text,0.28016734347656935,en,0.30375918366297555,QC; U; D731
Text,0.33772313536492504,en,0.2735216853740178,TA
Text,0.24227385147827873,en,0.3137215810302495,BX
Text,0.27303921204539855,en,0.28660377060247655,DS
Text,0.41733930084118226,en,0.3643727119201153,PS
Text,0.3357030655532548,en,0.34387133638331513,PS
Text,0.3700279161801995,en,0.35497677868047456,PR
Text,0.2774962110344484,en,0.3903205625342644,PS
Text,0.31979889251173976,en,0.3022893951495179,PZ; PS
Text,0.22900405685996014,en,0.4532828828043901,PS
Text,0.33757388711489866,en,0.3893554881774139,PR; PZ
Text,0.20980811665448248,en,0.5799815222106142,PR
Text,0.3804308410451872,en,0.35305070832905117,PR
Text,0.3102125338463654,en,0.3559153755431416,PS
Text,0.3158688452180988,en,0.33434841098457346,PZ; PS
Text,0.26907815597841905,en,0.34177148728408957,PR
Text,0.24573026965868258,en,0.38823038767491586,PS
Text,0.3718701288991569,en,0.3729835773783803,PZ; PS
Text,0.3502514517318529,en,0.3512846998168325,PS
Text,0.3274478790082256,en,0.3342348575808525,PS
Text,0.3270915580187052,en,0.36166516445320096,PS
Text,0.37913299325289607,en,0.32758599707648944,E201; JK
Text,0.3063089918129972,en,0.4103761414680217,PR
Text,0.3351840488505477,en,0.42172923414506114,QA
Text,0.2800333746799862,en,0.46458403527355524,TK
Text,0.2675509714006728,en,0.5233306027120272,PR
Text,0.33427986322341485,en,0.4206891079623049,PQ
Text,0.24558434529165452,en,0.38823038767491586,PS
Text,0.317647301687327,en,0.34108515253416316,PR
Text,0.2983193007482431,en,0.331729575509876,PR
Text,0.3282751098345493,en,0.6878784792065347,PR
Text,0.3868909063331193,en,0.40094143063345045,PS
Text,0.44207314759083555,en,0.32283844603727824,PS
Text,0.3305342448538907,en,0.5415458647119049,PS
Text,0.375549318803734,en,0.6878784792065347,PS
Text,0.29882253484640336,en,0.33382464916215926,Z
Text,0.3272106720321815,en,0.3584128481804056,PR
Text,0.37989198730916174,en,0.34400983292039605,PZ; PS
Text,0.260303657650132,en,0.3438612174161324,PS
Text,0.4895828726498,en,0.30706685945851775,PS
Text,0.3698163581683187,en,0.41893517173478206,PS
Text,0.36931823477767145,es,0.33674709560427385,PQ
Text,0.2680459246720554,en,0.39914950918324854,PS
Text,0.265284885522138,en,0.3713348908685442,PR
Text,0.348546612704074,en,0.4233881250797803,PR
Text,0.29872397889268154,en,0.39445720905648607,PS
Text,0.27126874183513,en,0.6413734724645106,PR
Text,0.5387553205362371,en,0.2913063738291768,F590.3
Text,0.3371991595823648,en,0.40589683890339656,PS
Text,0.3322715726409626,en,0.6878784792065347,PS
Text,0.34516508011265107,en,0.35318142810812775,PR
Text,0.3489482544567073,en,0.3586880789387752,PS
Text,0.2089789632581798,en,0.47540663661056565,PS
Text,0.34718020734838956,en,0.3559153755431416,PS
Text,0.463414046510471,en,0.294560499366199,PR
Text,0.2813161325380315,en,0.38823038767491586,PS
Text,0.23893267895825016,en,0.37095838672683096,PS
Text,0.32147557131210497,en,0.3417250299653405,E011
Text,0.4504037192533874,en,0.29349170293781157,E011
Text,0.4221531543716627,en,0.4107031650369852,E011
Text,0.4141213338013461,en,0.36239665774320706,PS
Text,0.3035955172436183,en,0.37392661411317596,E011
Text,0.3073074110241819,en,0.3413617794416521,E011
Text,0.4830511215780681,en,0.3855298321003898,DA
Text,0.6320243933923798,en,0.3643179624708131,PR
Text,0.3072322900867363,en,0.3593988712451741,PR
Text,0.6066883732261588,en,0.3209238061515101,PR
Text,0.293673707891536,en,0.35167613411605125,PS
Text,0.23649391436928174,en,0.2584498659494766,PT
Text,0.2371220731726669,en,0.33110533535790543,PA
Text,0.37311715081610813,en,0.3640076455674995,PS
Text,0.4405456722385947,en,0.3563862377414394,PS
Text,0.41336530563482893,en,0.3588401676890114,PR
Text,0.30592449403324146,en,0.3552547068958757,PS
Text,0.2939074095240403,en,0.3110582752862871,PR
Text,0.33261677567087133,en,0.31388081078938934,JK
Text,0.2964676426068106,en,0.3886869723496921,PR
Text,0.3903211498245719,en,0.3547646741153428,PR
Text,0.2930876241252041,en,0.270154223338569,PR
Text,0.3679410833106737,en,0.37446755819759175,PS
Text,0.2932531079408002,en,0.3769175716120942,PZ
Text,0.3213020476251874,en,0.4479360447763951,HB
Text,0.32224973570485393,en,0.40932071130498887,PS
Text,0.3251283520168699,en,0.3906647439724829,PS
Text,0.3151718404971115,en,0.4668586482317655,PS
Text,0.38570116471082194,en,0.34377828917468467,PS
Text,0.3675906741898264,en,0.3503451406514639,F850.5
Text,0.2385081574079687,en,0.39682513614353754,PS
Text,0.31606502846578344,en,0.37152895569054134,PS
Text,0.2972229708749628,en,0.27059074488399293,BJ
Text,0.32947640127304156,en,0.3057863826523006,PS
Text,0.26472177676701025,en,0.35572782395848274,PR
Text,0.28442602926899835,en,0.3591859038152048,PN
Text,0.30743751984566725,en,0.37392729890908377,PR
Text,0.32200250751233117,en,0.43533155753932823,PR
Text,0.4125615966889678,en,0.3563542934117726,PS
Text,0.32416419448834705,en,0.34706835356350124,PS
Text,0.2730023000041059,en,0.33144710698668683,PR
Text,0.3793163443564896,en,0.34323392423900334,PS
Text,0.2547911026837733,en,0.3631510971574738,PC
Text,0.31770673331867794,en,0.41893517173478206,PS
Text,0.24603766176188083,en,0.3755932708136445,PR
Text,0.3971010955273779,en,0.3020012654707714,PR
Text,0.3081929387299839,en,0.32230049099318203,DA
Text,0.27293303208379766,en,0.740059002499734,PR
Text,0.3666905847145301,en,0.3647640376653765,PZ; PS
Text,0.2909267566889473,en,0.38799337211378643,PS
Text,0.23009816129023852,en,0.7544418262399237,PR
Text,0.20794574663058954,en,0.27151526400699305,PR
Text,0.3961683982471978,en,0.3105395959534641,PS
Text,0.3674506760242081,en,0.4815760903596084,PR
Text,0.2705150948060202,en,0.4004668272714507,PL
Text,0.3253148297805788,en,0.3070748032753541,PQ
Text,0.39695239235885643,en,0.2659123328115505,PQ
Text,0.2987410079492008,en,0.3606305396246922,PR
Text,0.8339998038311912,en,0.3800048000514696,PR
Text,0.2661486457508566,en,0.4018399821908049,PR
Text,0.30043628024621627,en,0.38857894147008054,PS
Text,0.191363788833408,en,0.39753669888211407,PR
Text,0.30730296530584694,en,0.3167888606675637,BS
Text,0.34177837851336434,en,0.3333108817105221,PZ; PS
Text,0.28368098473444014,en,0.32588818729941943,PS
Text,0.6575906340295238,en,0.34268831548407175,PS
Text,0.7320255027556671,en,0.34809295357667275,PS
Text,0.379387413565302,en,0.3399078254172175,PS
Text,0.3063493138025323,en,0.3394067924468862,T
Text,0.29316535427557006,en,0.294463660817774,PS
Text,0.32643111738150854,en,0.3114348726916278,PS
Text,0.3635924445387834,en,0.38105072474897606,PS
Text,0.35106672078054935,en,0.5941331656603657,E151
Text,0.33761222378805567,en,0.42015946077568034,PS
Text,0.2842139993149761,en,0.35224746161302384,PS
Text,0.3288534995609802,en,0.3906040793516362,PS
Text,0.46957795579567896,en,0.2821243575134519,CT
Text,0.6558447153305924,en,0.47481038591109737,PR
Text,0.34656601667276726,en,0.5159118925357706,QH
Text,0.24572111484976694,en,0.3111654492039426,DP; PR
Text,0.2765138448400607,en,0.3640781117970355,PS
Text,0.2297522526576711,de; en,0.39467759919525797,BX
Text,0.3237846307364252,en,0.35145760194943854,BR
Text,0.34409308631341384,en,0.3264240181619679,PZ
Text,0.27661299341894774,en,0.3379783756640857,PZ
Text,0.6171662725584632,en,0.36602592091070246,PR
Text,0.34763852815216534,en,0.36514042095623417,PR
Text,0.2821229994518053,en,0.4269654837514854,PR
Text,0.2812435854025665,en,0.3239792258781113,PS
Text,0.34482099600718275,en,0.254277961310499,PN; PR
Text,0.3958315936491025,en,0.7036055933173121,PR
Text,0.3409728650123561,en,0.6221281892584055,PS
Text,0.4347977160445262,en,0.3567515432634029,PR
Text,0.31627217929154755,en,0.3559153755431416,PS
Text,0.3096129690429418,en,0.3906647439724829,PS
Text,0.35028831702546503,en,0.39221733025203775,PS
Text,0.3716071173311003,en,0.3559210882078032,PS
Text,0.41120069821028593,en,0.37163193036527764,PS
Text,0.3970965215189021,en,0.3672789665241803,PS
Text,0.22229434388334504,en,0.3641788080136013,GV
Text,0.28544138359281973,en,0.36042123118355357,PZ
Text,0.2622040625064585,en,0.33218362464837214,PQ
Text,0.8214954217185151,en,0.6878784792065347,PR
Text,0.36963053620351843,en,0.6774186557679419,BF
Text,0.3994373209338661,en,0.35305598647230485,PZ; PS
Text,0.3005977263037602,en,0.4386897237620976,PR
Text,0.506280597974153,en,0.46511939615183134,PS
Text,0.28131883572117955,en,0.4989892739470261,Z; PS
Text,0.2914146742628294,en,0.6935191674153335,HB
Text,0.30618536808372804,en,0.6395020672650157,HM
Text,0.33980133266839563,en,0.41337555602419707,HV
Text,0.28707313776570037,en,0.35337527471633634,PS
Text,0.35968833965442765,en,0.3251934579974753,BF; DC
Text,0.2686603513122837,en,0.36282734586859305,BF
Text,0.2755072953916103,en,0.3794277132364722,PS
Text,0.28917264092609435,en,0.38325230318083814,PR
Text,0.2507820936091521,en,0.35609188909709205,PR
Text,0.23736097715281496,en,0.31299430026517894,PS
Text,0.2674692157031775,en,0.3494939430051232,PS
Text,0.323391449585349,en,0.3825167835668251,BJ
Text,0.320029867595123,en,0.39138682075826153,PR
Text,0.37615927918636266,en,0.38120131168230564,PS
Text,0.38046346252681057,en,0.5415458647119049,PS
Text,0.39209130322121993,en,0.3751256521432001,PZ; PS
Text,0.2820521478325353,en,0.39146514988615505,PS
Text,0.30967194370027007,en,0.3906647439724829,PR
Text,0.2576671462347312,en,0.3286468360767904,PZ; PS
Text,0.3013559660328647,en,0.3215426826669137,PS
Text,0.22189210824593938,en,0.3117996695398619,PR
Text,0.4409950078648489,en,0.35715731433290243,PS
Text,0.24444625106748377,en,0.7240428868363357,GV; HV
Text,0.30559588023120215,en,0.3768691376356139,PQ
Text,0.3025001656148988,en,0.2837076583403402,PQ
Text,0.24883259813408629,en,0.34975945902077316,PQ
Text,0.6834622961221528,en,0.2540704280811391,PR
Text,0.2800151930864064,en,0.37937042996722925,PR
Text,0.3422509330093008,en,0.3519049737877247,PS
Text,0.3805014637429575,en,0.40826936151181786,LB
Text,0.3455111184744117,en,0.40826936151181786,LB
Text,0.2994250377511369,en,0.3403730535142603,HV
Text,0.24005502998959644,en,0.27463923559797415,TJ
Text,0.5099471653870817,en,0.4224690598517533,HV
Text,0.4002653621804399,en,0.38120131168230564,PS
Text,0.40629010727534604,en,0.36121728074394843,PZ
Text,0.30479935602309516,en,0.3427985888847215,PS
Text,0.32226154153806125,en,0.39239311114294706,PS
Text,0.2089789632581798,en,0.334478385847326,PR
Text,0.324367670636217,en,0.37548510937064095,PS
Text,0.2549211206033252,en,0.37719163589208193,PZ
Text,0.33328407960593337,en,0.3193931074393478,PZ
Text,0.2284053667819546,en,0.3077985474322281,PZ
Text,0.3217173844390332,en,0.37479546813078,PR
Text,0.40361991021921373,en,0.3701534115184063,HV
Text,0.3970338646508636,en,0.3552547068958757,PS
Text,0.312312835135394,en,0.29705981458596,F590.3
Text,0.0,en,0.26782683207978913,PS
Text,0.3559195830869959,en,0.2861947101327729,PR
Text,0.2498035318151826,en,0.3700983750766428,PR
Text,0.3040448793526056,en,0.359340564718345,PR
Text,0.4466960731552289,en,0.4035334487732964,PR
Text,0.35579364377756284,en,0.3594713107238494,PZ
Text,0.3425462522554318,en,0.27754418846350537,PR
Text,0.3317995648633313,en,0.36732592706445016,PZ; PS
Text,0.283294269916597,en,0.3205446048551015,PZ
Text,0.2981701516769833,en,0.332244065818334,PQ; PZ
Text,0.30830722144124445,en,0.3763554686240436,PZ
Text,0.5003672707501281,en,0.39098174324593615,PS
Text,0.36914251539996507,en,0.4674401710643024,PZ
Text,0.38451543913399255,en,0.37675748565803013,PS
Text,0.31505502872827396,en,0.43140028204287956,BL
Text,0.4141653804615222,en,0.36680110293280216,PS
Text,0.47715908003301394,en,0.3452991571425018,PR
Text,0.31893865473571753,en,0.35337771260265943,PS
Text,0.24504417962737324,en,0.38899225716886526,PR
Text,0.2453291836992228,en,0.38899225716886526,PR
Text,0.24461348530733773,en,0.38899225716886526,PR
Text,0.26984539753339254,en,0.354338104682356,PS
Text,0.39543572225530277,en,0.35337771260265943,PS
Text,0.46341990213471246,en,0.34501596458273104,PS
Text,0.21866876198536014,en,0.7036055933173121,PS
Text,0.34176584830917456,en,0.28493218849851354,F850.5
Text,0.33840735678998607,en,0.32222293812442404,PZ
Text,0.236785941240458,en,0.3553795530836343,PZ
Text,0.36924309140493117,en,0.3649571277858787,PZ
Text,0.31360645910792223,en,0.369819117183185,PZ
Text,0.2875923029329541,en,0.3268386265427963,PR
Text,0.36688102046742743,en,0.3807842145789115,DS
Text,0.30460470003572565,en,0.2858996290526289,DS
Text,0.2872423951402382,en,0.3675468465188977,PR
Text,0.33944704304769935,en,0.4361689451074748,PR
Text,0.4191029400891837,en,0.3570277241448437,PR
Text,0.3360604819302244,en,0.36122797908074544,PR
Text,0.2775533870133918,en,0.3241267693694977,PZ; PS
Text,0.3050086388103394,en,0.36250886687656814,ND
Text,0.2641411938168485,en,0.32923953325517874,PZ; PS
Text,0.2445486647429138,en,0.7240428868363357,GV; HV
Text,0.3326812513504203,en,0.37469146045272966,PS
Text,0.34207386354602115,en,0.3733422927423726,QL; PS
Text,0.3909825524601655,en,0.3588232579340425,PR
Text,0.2642219657556174,en,0.28001230636517555,PR
Text,0.25968999054611425,en,0.3966151582775211,DU
Text,0.3550578923123197,en,0.36798492178669406,PR
Text,0.318760604910167,en,0.3975778781007027,PS
Text,0.24522946795437375,en,0.2877472882664622,PR
Text,0.3657706996189816,en,0.4674401710643024,PZ
Text,0.36564887239891797,en,0.3330136285224981,PS
Text,0.307430009720518,en,0.28560511934355803,CT; F350.5
Text,0.4418117941184827,en,0.36013632843607757,PS
Text,0.3235468218335241,en,0.3390889379186517,PZ
Text,0.33449940411444234,en,0.37738611497390095,PS
Text,0.331105867333929,en,0.3676347261184205,PS
Text,0.25475692776009845,en,0.4206891079623049,PQ
